,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,repl,err,n_nms,Ridx
0,0.323889156509156,0.2991741304182731,0.31130233510674166,0.2534758689301538,0.310917095546156,0.26715151971708107,0.26062729911211274,0.31333347607162915,0.31720382824890064,0.3314222774107988,0,0,H1,1
1,0.3909721051305612,0.3849723177330975,0.4072523972555192,0.3591528597904079,0.4050177715155711,0.3634437779148235,0.3582311436798814,0.40892437560863243,0.39970341901906675,0.39228294566486177,0,0,H2,2
2,0.2891554706630192,0.2734816313425536,0.34219863836903,0.19802475162062702,0.33519682442737203,0.20976227621975102,0.19417187090366922,0.34720746003662484,0.31759455450877816,0.29229834204472654,0,0,H3,3
3,0.3671796245475749,0.3386457711613533,0.31339295636626185,0.3157823135045732,0.31729499258896154,0.3295996863085024,0.3294344948968155,0.3133445719507463,0.33844049394072845,0.37692812412417886,0,0,H4,4
4,0.3695004265656768,0.35372294638299645,0.46712089351938324,0.2440850352295364,0.455175467757824,0.2581212039771439,0.2341275657220817,0.47485931556182714,0.42181062236946176,0.3714795188098208,0,0,H5,5
5,0.3336849352233939,0.3616982537408179,0.3636841677005018,0.4015133926751878,0.36237870295742136,0.3868027713406347,0.3912450676693212,0.36234118087189326,0.349687188717331,0.32472511485175215,0,0,H6,6
6,0.3667930330781953,0.33077477173181613,0.2867756826447721,0.31114649091709534,0.2930435714118965,0.3279793662960764,0.3300459110158903,0.28597550298182606,0.3240241334631166,0.3794232442651393,0,0,H7,7
7,0.252662927760188,0.21004030955135128,0.12220051855081783,0.21405695623326337,0.1335789228957417,0.23217983298211348,0.24133893293193323,0.11907254943418871,0.1828956499324627,0.26856717203711133,0,0,H8,8
8,0.23375716436570246,0.249985810723063,0.3366363668195487,0.20793628447660528,0.32641245682329123,0.20370790592064228,0.19023533162483,0.3410712637124614,0.2888123630840639,0.22627654283522722,0,0,H9,9
9,0.19673459980324387,0.21160122263321443,0.20008495244332503,0.24230426496376534,0.20078407198404677,0.23386609445649745,0.23858270309108176,0.19860583062913284,0.1984957061070299,0.19231631670207444,0,0,H10,10
10,0.22497624478351735,0.2184820309613619,0.25190015881978906,0.18345063392387206,0.24845134996728485,0.18856229637944097,0.18117436475279794,0.2542770610391167,0.2394082527988575,0.2261459639224598,0,0,H11,11
11,0.25771954114620277,0.26218123537304866,0.2917603292106686,0.2462366364701688,0.2883120673422195,0.24536322925751072,0.24057891067148135,0.2933305751580105,0.2759382831186125,0.25550873382966355,0,0,H12,12
12,0.31501015599425947,0.37391595794705534,0.5360704977151071,0.3373249531682337,0.5158320436084302,0.31432536758686047,0.2940181688706443,0.5428784028814837,0.4332559635882508,0.2919383517737587,0,0,H13,13
13,0.3601703656615987,0.3550355519677421,0.4973005308411129,0.23911401773443608,0.4817461692628046,0.2489732036083368,0.22139128279089626,0.5062427468386412,0.43361415762636135,0.3579925274701682,0,0,H14,14
14,0.2559092787264537,0.2200248008377302,0.19682462249539298,0.18475384404677336,0.20078421348651387,0.2025604984435047,0.20074663825752243,0.19728555433777956,0.22434941708405085,0.2679398779556889,0,0,H15,15
15,0.24796911702890856,0.22341273373252715,0.16977566127619267,0.22803406661749157,0.17666662152396864,0.2383231514095297,0.24416858444487816,0.16778882146362645,0.20615146930348527,0.2572132509280477,0,0,H16,16
16,0.4021303710078967,0.4722279672361636,0.4573583106185537,0.5869661986694095,0.4562884724974878,0.5491595767396488,0.5639987644265958,0.4527881829622777,0.4315490673402453,0.38024162059782046,0,0,H17,17
17,0.37052340132166367,0.3128201551648554,0.21293499059659474,0.30376212937669433,0.22623160596865458,0.32925306716786046,0.338080665874151,0.20986078141601497,0.2862637716894386,0.39154504338429663,0,0,H18,18
18,0.3589906652555533,0.31006171539186056,0.23999254709882895,0.2912409788902824,0.24964754778039427,0.3135903783079953,0.3183304590105345,0.23827763708378782,0.2953764412193847,0.37642399452954245,0,0,H19,19
19,0.30299544562858777,0.27481575081839116,0.23588980120997446,0.26288796986261664,0.24129217237144468,0.27583144596293746,0.2782932103654486,0.23498926030739442,0.2671232956064221,0.3129975633059664,0,0,H20,20
20,0.28269139576967467,0.29059031327461954,0.28301433733364056,0.30801316728813966,0.2835471480362744,0.3034566300055979,0.30623612402992334,0.28213960911201663,0.2828468020069466,0.2803829070817688,0,0,H21,21
21,0.2613717331032815,0.29744315026861357,0.3312204919744156,0.32493453423919544,0.3260824220322265,0.3075602258400478,0.30742116660344554,0.33139467661210187,0.29869529369864006,0.24899839993744283,0,0,H22,22
22,0.34429947793792015,0.34499047600627136,0.42243980885349847,0.2870259935898304,0.4138368805223126,0.2905501295606948,0.276133729182369,0.42712575806414693,0.3861416330293871,0.34200538295745586,0,0,H23,23
23,0.33452021172867713,0.34963070782810574,0.4502798146445688,0.29527057054697775,0.4385491414899919,0.2923363454157469,0.2760444266297246,0.4556266372343686,0.39647527034723073,0.32702016175110216,0,0,H24,24
24,0.2583344483037724,0.29555970945537047,0.4276020765878433,0.24991661456507255,0.411538170562817,0.23686709199736816,0.218484638054163,0.43370714724730725,0.34889366938882777,0.24296233571308992,0,0,H25,25
0,0.3986710469976561,0.2573289658944028,0.2616911836317353,0.30149346339413075,0.4986571823879355,0.5346889399896546,0.2949684202537706,0.4711180332575805,0.24632492076146875,0.29138444991627677,1,0,H1,1
1,0.22852248111744927,0.24684959609209925,0.24144304719369436,0.2409951567480453,0.21829979450965534,0.2148487657977569,0.23782285043711845,0.22273389180847217,0.24368683376914702,0.24569961896964804,1,0,H2,2
2,0.35772273647453023,0.40149337491023696,0.45174858008088953,0.389179516369316,0.2975282593896623,0.27335336597562465,0.4340376142813439,0.2968541348178689,0.45382800926585726,0.35613215675142085,1,0,H3,3
3,0.2878468030115003,0.2976807290441696,0.34210687827846764,0.29578930507744705,0.25555431153868724,0.24176521202041545,0.3333726905453344,0.2494941526920611,0.34085381211926835,0.26513539228249566,1,0,H4,4
4,0.3540957455809744,0.31699067098207206,0.43651166408477055,0.33171109587718917,0.31329323786493546,0.2928943033848934,0.42826011415222315,0.2849548570904357,0.42633213246273605,0.24607115686448514,1,0,H5,5
5,0.19565453042793668,0.26698042263051347,0.18982764390791143,0.24271404269355057,0.18765247524101858,0.18837469268176177,0.183790730133896,0.21491500816155665,0.20147313997806676,0.30035931581738784,1,0,H6,6
6,0.276158241298984,0.23955626503898783,0.3342880917755885,0.25346520255806876,0.24903220739147042,0.23475368451954348,0.32947322546624447,0.2252094933291899,0.3254494007867013,0.18522854461837474,1,0,H7,7
7,0.2588031347452895,0.256182443341182,0.27671644633978687,0.2575414976292126,0.24907189999407822,0.24458108367234627,0.2743983380575058,0.24491407670363985,0.27536969122872673,0.24301561669065577,1,0,H8,8
8,0.1726354024942049,0.20379444942647867,0.13417343472246618,0.1922449934838686,0.1894835928501963,0.19885832051750912,0.13669035990321948,0.2077979917638886,0.14112545874842533,0.24260645788683477,1,0,H9,9
9,0.23190791438354258,0.2712481470605695,0.20370756502592544,0.2572039683614599,0.2416472661656101,0.24834796254360353,0.20396354582637072,0.2611396823747989,0.2114279056428018,0.30651509028294666,1,0,H10,10
10,0.3136982415435107,0.26565156435497195,0.36004534054069887,0.28311831716204855,0.2950597990759393,0.2838731853288668,0.3580241867899454,0.2691304616350282,0.34999830566853873,0.21454772085594767,1,0,H11,11
11,0.18654658300242874,0.22404576992693587,0.2304835514662727,0.2125291662397812,0.1557174105158288,0.14424217825417648,0.2205649000444827,0.161669404683044,0.2341660371650315,0.20988669473284977,1,0,H12,12
12,0.18436102560939682,0.29082497800733903,0.20516311325571238,0.2553830843243266,0.15570760241922313,0.14934493431261317,0.1919188480020477,0.19114041092311695,0.22101416381750275,0.3207464437776569,1,0,H13,13
13,0.210873525150277,0.1643432920322601,0.15550791102663708,0.17861110109569167,0.24960723944872518,0.26405976931983227,0.16793687481160924,0.2423728752878438,0.150982542305537,0.1824838657718038,1,0,H14,14
14,0.21151109198721713,0.1907866243793015,0.1545093085618788,0.196287303426826,0.24708230274024226,0.2616770779818786,0.1646863774506033,0.2496273773394249,0.1541727852910182,0.22068528186500272,1,0,H15,15
15,0.3647018084597975,0.29136952326018867,0.33474125132150817,0.3153690182839984,0.3932926477873078,0.4016181379204482,0.3461071687102465,0.3716740776837218,0.32463461444933633,0.28130550457779846,1,0,H16,16
16,0.260424893372113,0.39997320896719,0.2737576045042811,0.35314951820699575,0.2307596405357753,0.22593424964499365,0.2583971570313477,0.2796880962128842,0.29525785522497483,0.44859308082560667,1,0,H17,17
