"","N1","N2","correl","cooc","int","euc","euctrim","coocpos","coocneg","intpos","intneg","euctrimpos","euctrimneg","shrd_rsc_pos","shrd_rsc_neg","repl","d"
"11","S1","S2",-0.451067110817823,0,0,1.09298547581988,1.09298547581988,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"21","S1","S3",0.721687836487032,0.721687836487032,0.492606249883636,0.197141554021353,0.197141554021353,1,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"22","S2","S3",-0.339683110243379,0,0,0.924150414206839,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"31","S1","S4",0,0,0,1.32550646040228,1.32550646040228,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"32","S2","S4",0,0,0,0.606164340956926,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"33","S3","S4",0,0,0,1.12843495668268,1.12843495668268,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"41","S1","S5",-0.120938283335214,0,0.216016036111993,0.62802800820996,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"42","S2","S5",0.638461538461539,0,0,0.476522023957549,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"43","S3","S5",-0.0566138517072298,0,0.422067865870991,0.481405335678966,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"44","S4","S5",0,0,0.13415549959334,0.879188394733254,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"51","S1","S6",0.721687836487032,0.721687836487032,0,0.594158607080554,0,1,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"52","S2","S6",-0.339683110243379,0,0,0.572436134726219,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"53","S3","S6",1,1,0.350071572313814,0.400047549345244,0,1,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"54","S4","S6",0,0,0.193478301002324,0.738940748130797,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"55","S5","S6",-0.0566138517072298,0,0.159975370576017,0.290178683655811,0.290178683655811,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"61","S1","S7",-0.35137474212258,0,0.468333656971568,0.991545325902361,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"62","S2","S7",0.79,0.79,0,0.420543637097951,0,1,0,0,0,0,0,1,0,0,"HabSubsmpl_25"
"63","S3","S7",-0.311376184389764,0,0.451770198312115,0.795616988321739,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"64","S4","S7",0,0,0.457619162083266,0.344785511755598,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"65","S5","S7",0.655384615384615,0,-0.386979567028273,0.545116975150599,0,0,0,1,0,0,0,0,0,0,"HabSubsmpl_25"
"66","S6","S7",-0.311376184389764,0,0.477580811782594,0.398841525663348,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"71","S1","S8",0.250096172344392,0,0,1.17234878469119,1.17234878469119,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"72","S2","S8",-0.0727062910160289,0,0,0.587803497622919,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"73","S3","S8",0.254811339575876,0,0,1.08126060971319,1.08126060971319,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"74","S4","S8",0,0,0.2403221588522,1.19391789651747,1.19391789651747,0,0,0,1,0,1,0,0,0,"HabSubsmpl_25"
"75","S5","S8",0.316984041255068,0,0,0.639768858450589,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"76","S6","S8",0.254811339575876,0,0.207678675048455,0.91091422584978,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"77","S7","S8",-0.401231013384752,0,0,0.969440471065883,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"81","S1","S9",-0.410209582664035,0,-0.240914657951713,1.14029443482644,1.14029443482644,0,0,1,0,0,1,0,0,0,"HabSubsmpl_25"
"82","S2","S9",0.757692307692308,0.757692307692308,0,0.0957481899835489,0.0957481899835489,1,0,0,0,1,0,1,0,0,"HabSubsmpl_25"
"83","S3","S9",-0.311376184389764,0,0,0.963587780598939,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"84","S4","S9",0,0,0.142376425585035,0.516569037963173,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"85","S5","S9",0.428461538461538,0,0.18219701601901,0.539574395287009,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"86","S6","S9",-0.311376184389764,0,0,0.591121956281889,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"87","S7","S9",0.940769230769231,0.940769230769231,-0.44360946970206,0.370040047813692,0,1,0,1,0,0,0,1,0,0,"HabSubsmpl_25"
"88","S8","S9",-0.597807281687349,0,0.403693792370488,0.678548027303224,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"91","S1","S10",0.353009043248731,0,0.295862206612475,0.340989400938898,0.340989400938898,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"92","S2","S10",-0.103076923076923,0,0.232382064295316,0.833174136549126,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"93","S3","S10",0.339683110243379,0,0,0.304964899423096,0.304964899423096,0,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"94","S4","S10",0,0,0,1.19828175463344,1.19828175463344,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"95","S5","S10",0.548461538461538,0,0,0.359032819812158,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"96","S6","S10",0.339683110243379,0,0,0.482176547209222,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"97","S7","S10",-0.188461538461538,0,0,0.853794955034875,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"98","S8","S10",0.828236214590001,0.828236214590001,-0.288099714886115,0.832747207209225,0,1,0,1,0,0,0,0,0,0,"HabSubsmpl_25"
"99","S9","S10",-0.438461538461538,0,0,0.898595762380081,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"111","S1","S2",0.934670899033674,0.934670899033674,0,0.0642156322640819,0.0642156322640819,1,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"211","S1","S3",0.950290781315156,0.950290781315156,0,0.586930182483267,0,1,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"221","S2","S3",0.970955971028873,0.970955971028873,0,0.623099787069128,0,1,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"311","S1","S4",0,0,0.122244287727924,1.1828313114098,1.1828313114098,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"321","S2","S4",0,0,0.336949350994191,1.22519990620365,1.22519990620365,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"331","S3","S4",0,0,0.274654302125502,0.608259133271289,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"411","S1","S5",-0.620810400932164,0,0.460488595594231,0.208659648641059,0.208659648641059,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"421","S2","S5",-0.3527601527074,0,0,0.234795667504028,0.234795667504028,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"431","S3","S5",-0.380769230769231,0,0.264642247087357,0.389943070926067,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"441","S4","S5",0,0,0.472992811035867,0.995741764916271,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"511","S1","S6",0.850649883092465,0.850649883092465,0,0.392529543212995,0,1,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"521","S2","S6",0.733552327937134,0.733552327937134,0.278481425292378,0.420971164712583,0,1,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"531","S3","S6",0.792270463289008,0.792270463289008,0,0.210252076388764,0.210252076388764,1,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"541","S4","S6",0,0,0,0.818451090329064,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"551","S5","S6",-0.68937269600989,0,-0.109720919156542,0.186278103212125,0.186278103212125,0,0,1,0,1,0,0,0,1,"HabSubsmpl_25"
"611","S1","S7",0.985358283788667,0.985358283788667,-0.11925096945927,0.131245896802641,0.131245896802641,1,0,1,0,1,0,1,0,1,"HabSubsmpl_25"
"621","S2","S7",0.961723426137948,0.961723426137948,0,0.194913618675923,0.194913618675923,1,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"631","S3","S7",0.972307692307692,0.972307692307692,0.282504594842842,0.510792345211606,0,1,0,0,1,0,0,1,0,1,"HabSubsmpl_25"
"641","S4","S7",0,0,0.263035066194893,1.08676604270093,1.08676604270093,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"651","S5","S7",-0.53,0,0.294010293608148,0.193246987453789,0.193246987453789,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"661","S6","S7",0.81047871017379,0.81047871017379,0,0.343196237237274,0,1,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
