"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","7.6","0.600851582679361","0.805233405591136","0.00933257646057489","1.76403837074475","0.0508754852395283","0.23151805764144","0.15501144050252","0.588094650550284","3","0","0.640799406833002","0.0193697986552991","1.05934176868237","0.0297918334353761","0.192630851732992","0.0766914661034463","HabSubsmpl_25"
