,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,savesteps
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0
1,0.00102007702169242,0.001020156125652115,0.0010200688051234118,0.0010201391348506805,0.001020124073339075,0.0010201058966086431,0.0010201340539226901,0.0010201230275950748,0.001020164846110641,0.0010201330896957234,50.0
2,0.0010405545828269505,0.0010407175912340923,0.0010405376508388676,0.0010406825768702684,0.0010406515403365356,0.0010406140823743678,0.001040672108687353,0.0010406493832231275,0.001040735562287338,0.0010406701195057291,100.0
3,0.002798319388515485,0.0028179102160350985,0.0027962821619040277,0.0028136848581654184,0.002809960129600141,0.002805443463104189,0.0028124477375304053,0.00280967839402606,0.0028200796771287178,0.0028121856242762197,150.0
4,0.007391652243380383,0.0075794280429633916,0.007372067216804312,0.007538487793328429,0.007502927422178231,0.007459255318218735,0.0075271746757516874,0.007499648372819584,0.007600470425053022,0.0075240647199589904,200.0
5,0.018652139064223302,0.020032161561967375,0.01850709558164801,0.019722894416286257,0.019464444496434537,0.01913622561826454,0.019650517242379317,0.019429164113641612,0.020191616213774632,0.01961587943188768,250.0
6,0.04234124347050284,0.05065444642640161,0.04145147667643395,0.048670089177902956,0.04716307180659403,0.045079512027449434,0.048405104808076985,0.046782565260408186,0.05168782475573458,0.048010601148024065,300.0
7,0.07874733827827496,0.11591235650138022,0.0746158046834749,0.10593040771346798,0.09982376549018664,0.0894828740864462,0.10665038367272126,0.09645989582341098,0.1212780982853867,0.10284844538486551,350.0
8,0.11223027118639754,0.22131729237821643,0.09926845072838582,0.18685848599446178,0.1736316113991609,0.13764084140876717,0.20125793509689816,0.15493071125994887,0.24141651254310967,0.17738012158218772,400.0
9,0.12628227971133438,0.3351383025894033,0.09921656233024478,0.25695702581077007,0.2505093612118909,0.16333209248951075,0.3272207264514742,0.19012473790386558,0.3875961857949388,0.23998996318024415,450.0
10,0.12108809707682269,0.41664966992038055,0.0803910388092041,0.28656747369958635,0.32289075810650064,0.1601773908818551,0.4740616757177947,0.19377222370279273,0.5185186716523864,0.2719554507218695,500.0
11,0.1037517816748826,0.4602769942493279,0.055694855086536176,0.2775862892434007,0.39680657052822915,0.1388651107589922,0.629304071080526,0.18135452708071792,0.6218037258333233,0.282557464150436,550.0
12,0.0806819913644763,0.4803738956979416,0.033557752482745735,0.24598860091029318,0.4753270039526949,0.11038504093357596,0.7813975416728157,0.16554817793254126,0.7044227902945179,0.2850875976488467,600.0
13,0.05709669883523964,0.48902612614799057,0.017602443355223193,0.205555001334825,0.5534225367959016,0.08173209603394813,0.9211784340837638,0.15120447082449306,0.7729309210990739,0.2860909991302417,650.0
14,0.03685726864104663,0.4925481067090535,0.008060834509860953,0.1649260079325143,0.6230713814603103,0.056861489975984926,1.0413125146249904,0.13931357915089304,0.8301351006143262,0.28736083865895923,700.0
15,0.021872052538501437,0.49383054153477385,0.0032631264970700616,0.12871263142834014,0.6789547113218601,0.03750548754055949,1.1375495202717811,0.12963614177175842,0.8769097907293509,0.28880489078488103,750.0
16,0.012089424103762712,0.4941857846786855,0.0011921142454434626,0.09871818660839782,0.7202175715325859,0.023703862232177866,1.2099836576507434,0.1217148116623914,0.9138385549306467,0.2899566855538215,800.0
17,0.006322523148464446,0.4942190655392229,0.0,0.07498477084696052,0.7492800711905886,0.014509875592682867,1.2623687587531836,0.11516309577859495,0.942042876559876,0.2905458243280918,850.0
18,0.0031705041698479397,0.4941980594381988,0.0,0.05671608589620596,0.7687436321498353,0.008676260647534488,1.2988116721133895,0.10970019799953773,0.9629914340165242,0.2905668642600412,900.0
19,0.0015432107201878008,0.4942215919827735,0.0,0.04286269247982417,0.781729326635943,0.0051044892879689545,1.3240475313728481,0.1051268633965793,0.9783215299066388,0.2901618425995691,950.0
20,0.0,0.49430530921137616,0.0,0.03242034736830294,0.7905846243435706,0.0029692875672822443,1.3418390951689354,0.10128914972061706,0.98945513980957,0.28957010544134126,1000.0
21,0.0,0.49442852542988985,0.0,0.024557267875667785,0.7966062735598675,0.0017132257048285155,1.3542223353658793,0.09806448142737662,0.997736697660396,0.28884358377403013,1050.0
22,0.0,0.49458659600644467,0.0,0.01863498062013534,0.8006637046366809,0.0,1.3629620102214612,0.09533552409406812,1.0039006771396168,0.2880360554666997,1100.0
23,0.0,0.49476032670502074,0.0,0.014165533184366925,0.803671341976524,0.0,1.369612890021959,0.09304423713780174,1.0086094658765057,0.2872600577479883,1150.0
24,0.0,0.4949326888847045,0.0,0.010782692468940893,0.805693811109034,0.0,1.3742021120049652,0.09107250116423078,1.0121478915998063,0.2865540553425572,1200.0
25,0.0,0.4950941050884963,0.0,0.008218265115109416,0.8071194253108958,0.0,1.3775721966036392,0.08938076443194233,1.0148436191224912,0.28592697931594874,1250.0
26,0.0,0.4952402522933275,0.0,0.006270489212595859,0.8081615577154984,0.0,1.3801124325807868,0.08792895317897985,1.016941414506617,0.285377610647514,1300.0
27,0.0,0.4953699285631218,0.0,0.00478849275844703,0.8089383804910408,0.0,1.3820564636140835,0.08668070417971432,1.0185990239567904,0.2848998631224278,1350.0
28,0.0,0.49548363083931807,0.0,0.0036592566214713462,0.8095235000846133,0.0,1.3835589007732947,0.08560488934262121,1.0199233669440184,0.28448584745459526,1400.0
29,0.0,0.49558266794406647,0.0,0.0027978150939507243,0.8099667926510113,0.0,1.3847282693964174,0.08467542169674636,1.0209905898703289,0.2841274806589191,1450.0
30,0.0,0.4956686462305695,0.0,0.0021400614601094284,0.8103037901240244,0.0,1.3856435637249447,0.08387055811060648,1.021856849262504,0.28381723096507444,1500.0
31,0.0,0.49574319452075494,0.0,0.0016374750921889156,0.810560532096204,0.0,1.3863635588970522,0.08317215603212477,1.0225645216826533,0.2835483975866436,1550.0
32,0.0,0.49580783192091005,0.0,0.0012532374551827371,0.810756409807607,0.0,1.38693258061912,0.08256502149540312,1.0231460762802163,0.2833151599509133,1600.0
33,0.0,0.49586391459370005,0.0,0.0,0.8109395990217344,0.0,1.3875085814784764,0.08204264199991483,1.0236621672056936,0.2831126176913351,1650.0
34,0.0,0.495912377470188,0.0,0.0,0.811215949353534,0.0,1.3882074289743107,0.08160649441187756,1.0242383140570805,0.2829397456573987,1700.0
35,0.0,0.4959541177860954,0.0,0.0,0.8113278693631146,0.0,1.3885044444948773,0.0812092456389679,1.0246001112255119,0.28278969579488444,1750.0
36,0.0,0.4959903974344009,0.0,0.0,0.8113689076757495,0.0,1.3886680904186441,0.08085591532909919,1.0248513820268634,0.2826575818008787,1800.0
37,0.0,0.4960221676278614,0.0,0.0,0.8113839113920938,0.0,1.3887766166702098,0.0805446824853616,1.025046457789401,0.28254108298837743,1850.0
38,0.0,0.4960500792477029,0.0,0.0,0.8113894346356807,0.0,1.388858864319896,0.08027147884501283,1.0252079563867862,0.28243850952126687,1900.0
39,0.0,0.4960746170439588,0.0,0.0,0.8113914898212085,0.0,1.3889261784318627,0.0800318892087355,1.0253459355045003,0.28234833879559107,1950.0
40,0.0,0.49609618112186954,0.0,0.0,0.8113922674616997,0.0,1.3889834063278526,0.07982177831020425,1.0254655454099209,0.2822691503476781,2000.0
41,0.0,0.49611512181024137,0.0,0.0,0.8113925694584517,0.0,1.389032918609167,0.07963745619468168,1.0255699245508527,0.2821996389668666,2050.0
42,0.0,0.4961317519660062,0.0,0.0,0.8113926911560085,0.0,1.38907609655527,0.07947568672314789,1.025661301487094,0.28213862804343676,2100.0
43,0.0,0.49614635113993466,0.0,0.0,0.8113927423565386,0.0,1.3891138896256856,0.07933364806879795,1.0257414265071811,0.2820850714966974,2150.0
44,0.0,0.49615916774986996,0.0,0.0,0.8113927645564242,0.0,1.3891470300780926,0.07920888289414653,1.0258117514453553,0.2820380472534394,2200.0
45,0.0,0.4961704212425039,0.0,0.0,0.8113927739059145,0.0,1.3891761201684703,0.0790992504724635,1.0258735132662014,0.2819967464783149,2250.0
46,0.0,0.49618030458964596,0.0,0.0,0.811392777017288,0.0,1.3892016712413382,0.07900288412861646,1.0259277794456947,0.2819604614087457,2300.0
47,0.0,0.49618898697913494,0.0,0.0,0.8113927768203235,0.0,1.3892241240509942,0.078918154394861,1.0259754770326932,0.28192857335291793,2350.0
48,0.0,0.49619661650002084,0.0,0.0,0.8113927747567157,0.0,1.389243861280165,0.07884363737446282,1.0260174138471445,0.2819005415781681,2400.0
49,0.0,0.49620332267932954,0.0,0.0,0.8113927716203916,0.0,1.3892612164406266,0.07877808761062721,1.0260542952448477,0.28187589335621877,2450.0
50,0.0,0.4962092187951812,0.0,0.0,0.8113927678921254,0.0,1.3892764808193694,0.07872041478728214,1.0260867379655316,0.2818542151991604,2500.0
51,0.0,0.4962144039398754,0.0,0.0,0.8113927638818882,0.0,1.3892899091835713,0.07866966367593438,1.0261152818283652,0.28183514521379205,2550.0
52,0.0,0.49621896483563327,0.0,0.0,0.8113927597956716,0.0,1.3893017245893753,0.07862499683511108,1.0261403997241236,0.28181836646111924,2600.0
53,0.0,0.49622297742048505,0.0,0.0,0.8113927557709073,0.0,1.3893121224891036,0.07858567965043813,1.0261625062075648,0.2818036011990416,2650.0
54,0.0,0.4962265082278394,0.0,0.0,0.8113927518976125,0.0,1.3893212742644308,0.07855106737159981,1.0261819649162298,0.2817906058920423,2700.0
55,0.0,0.4962296155844556,0.0,0.0,0.8113927482322493,0.0,1.3893293302788223,0.07852059385846827,1.026199094994383,0.2817791668832155,2750.0
56,0.0,0.4962323506503078,0.0,0.0,0.8113927448073668,0.0,1.3893364225223777,0.07849376179461068,1.0262141766679196,0.2817690966369482,2800.0
57,0.0,0.4962347583215756,0.0,0.0,0.811392741638541,0.0,1.3893426669085616,0.07847013416409795,1.026227456091352,0.28176023047311,2850.0
58,0.0,0.49623687801543515,0.0,0.0,0.8113927387294448,0.0,1.3893481652722108,0.07844932681865449,1.026239149568548,0.28175242372489695,2900.0
59,0.0,0.4962387443528467,0.0,0.0,0.8113927360755779,0.0,1.3893530071103093,0.07843100198800099,1.026249447233178,0.28174554926233286,2950.0
60,0.0,0.4962403877532666,0.0,0.0,0.8113927336670071,0.0,1.3893572711006466,0.07841486260775303,1.0262585162618867,0.2817394953318706,3000.0
61,0.0,0.49624183495322893,0.0,0.0,0.8113927314903709,0.0,1.38936102642822,0.0784006473572629,1.026266503682504,0.28173416366971804,3050.0
62,0.0,0.49624310945902944,0.0,0.0,0.8113927295303323,0.0,1.38936433394491,0.07838812631495874,1.0262735388306463,0.2817294678525854,3100.0
