"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","d"
"S1",1,-0.451067110817823,0.721687836487032,NA,-0.120938283335214,0.721687836487032,-0.35137474212258,0.250096172344392,-0.410209582664035,0.353009043248731,0,"HabSubsmpl_25"
"S2",-0.451067110817823,1,-0.339683110243379,NA,0.638461538461539,-0.339683110243379,0.79,-0.0727062910160289,0.757692307692308,-0.103076923076923,0,"HabSubsmpl_25"
"S3",0.721687836487032,-0.339683110243379,1,NA,-0.0566138517072298,1,-0.311376184389764,0.254811339575876,-0.311376184389764,0.339683110243379,0,"HabSubsmpl_25"
"S4",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,"HabSubsmpl_25"
"S5",-0.120938283335214,0.638461538461539,-0.0566138517072298,NA,1,-0.0566138517072298,0.655384615384615,0.316984041255068,0.428461538461538,0.548461538461538,0,"HabSubsmpl_25"
"S6",0.721687836487032,-0.339683110243379,1,NA,-0.0566138517072298,1,-0.311376184389764,0.254811339575876,-0.311376184389764,0.339683110243379,0,"HabSubsmpl_25"
"S7",-0.35137474212258,0.79,-0.311376184389764,NA,0.655384615384615,-0.311376184389764,1,-0.401231013384752,0.940769230769231,-0.188461538461538,0,"HabSubsmpl_25"
"S8",0.250096172344392,-0.0727062910160289,0.254811339575876,NA,0.316984041255068,0.254811339575876,-0.401231013384752,1,-0.597807281687349,0.828236214590001,0,"HabSubsmpl_25"
"S9",-0.410209582664035,0.757692307692308,-0.311376184389764,NA,0.428461538461538,-0.311376184389764,0.940769230769231,-0.597807281687349,1,-0.438461538461538,0,"HabSubsmpl_25"
"S10",0.353009043248731,-0.103076923076923,0.339683110243379,NA,0.548461538461538,0.339683110243379,-0.188461538461538,0.828236214590001,-0.438461538461538,1,0,"HabSubsmpl_25"
"S1.1",1,0.934670899033674,0.950290781315156,NA,-0.620810400932164,0.850649883092465,0.985358283788667,-0.170194802661724,-0.664741118316563,-0.545665752774639,1,"HabSubsmpl_25"
"S2.1",0.934670899033674,1,0.970955971028873,NA,-0.3527601527074,0.733552327937134,0.961723426137948,-0.298830969707338,-0.408540111423401,-0.271590695541357,1,"HabSubsmpl_25"
"S3.1",0.950290781315156,0.970955971028873,1,NA,-0.380769230769231,0.792270463289008,0.972307692307692,-0.168662457806827,-0.436153846153846,-0.299230769230769,1,"HabSubsmpl_25"
"S4.1",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"HabSubsmpl_25"
"S5.1",-0.620810400932164,-0.3527601527074,-0.380769230769231,NA,1,-0.68937269600989,-0.53,-0.0325277597198881,0.993076923076923,0.974615384615385,1,"HabSubsmpl_25"
"S6.1",0.850649883092465,0.733552327937134,0.792270463289008,NA,-0.68937269600989,1,0.81047871017379,-0.0802451493017104,-0.713509209322276,-0.625855555714139,1,"HabSubsmpl_25"
"S7.1",0.985358283788667,0.961723426137948,0.972307692307692,NA,-0.53,0.81047871017379,1,-0.183119239904555,-0.58,-0.446153846153846,1,"HabSubsmpl_25"
"S8.1",-0.170194802661724,-0.298830969707338,-0.168662457806827,NA,-0.0325277597198881,-0.0802451493017104,-0.183119239904555,1,0.010842586573296,0.010842586573296,1,"HabSubsmpl_25"
"S9.1",-0.664741118316563,-0.408540111423401,-0.436153846153846,NA,0.993076923076923,-0.713509209322276,-0.58,0.010842586573296,1,0.976153846153846,1,"HabSubsmpl_25"
"S10.1",-0.545665752774639,-0.271590695541357,-0.299230769230769,NA,0.974615384615385,-0.625855555714139,-0.446153846153846,0.010842586573296,0.976153846153846,1,1,"HabSubsmpl_25"
