,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,savesteps
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0
1,0.00102000198457236,0.0010199674176275715,0.0010200965949303826,0.00102009854119971,0.001020121357096804,0.0010199878172229072,0.0010200103251159593,0.001020121688528811,0.001019926859591274,0.0010200947750551284,50.0
2,0.0010403999826766913,0.0010403287574106946,0.0010405949236073982,0.0010405989365707112,0.0010406459445158282,0.0010403707864098377,0.0010404171638513696,0.0010406466270995577,0.0010402452027742435,0.0010405911778196253,100.0
3,0.002780023700925753,0.002771528673862346,0.0028032344261555834,0.0028037404548091863,0.002809303004726998,0.002776496405450912,0.002782026520685468,0.0028093809733070697,0.0027617187866422234,0.0028028294589297472,150.0
4,0.00722324872600168,0.007143415273290577,0.007440421708978345,0.007445855437341443,0.007497006624813302,0.0071890027852476055,0.007240934528371313,0.0074976514158271125,0.007054976408981441,0.00743765444552139,200.0
5,0.0175327952115586,0.016973089191247837,0.01904001075050094,0.019090027234271195,0.019427376913711693,0.017274152864806148,0.01763730326408506,0.019430228498448873,0.016414736580873685,0.019039054151740946,250.0
6,0.036932550672111104,0.03386224667195994,0.04504776768111414,0.04546893506881817,0.04701110793158415,0.035303781597365094,0.037276757943774434,0.04700251972666528,0.03145442989957351,0.04527567744954837,300.0
7,0.06237286910654609,0.05029208518592429,0.09366180930257294,0.09637565563722932,0.09947537365687953,0.054642626210835536,0.06215685436480162,0.09921023259829581,0.04442165346439902,0.09633865688183572,350.0
8,0.0840641267698796,0.05146493533053675,0.1687769184425606,0.17997740848798338,0.17217705287548668,0.05894132165609009,0.0775209807405354,0.17021758028040912,0.044674274181612135,0.1832800893114527,400.0
9,0.09895744251053269,0.03523706433932034,0.2746480785066544,0.3039661256576052,0.24048363040198406,0.042216708697002,0.07219647364271772,0.23291390129793377,0.032800890895517014,0.31916276864639803,450.0
10,0.11274798631918619,0.015012226264696053,0.4169833850769714,0.4705683711139733,0.2851860180526011,0.01806476959579336,0.049374997209258115,0.2664139098408811,0.016989757556295716,0.5069943502287766,500.0
11,0.12966124417751257,0.0035491982178922263,0.5755585762108059,0.6512602385437276,0.306445377543524,0.003954757005146444,0.023703195267247425,0.2725093851290884,0.005611527999716467,0.711406486946798,550.0
12,0.14793245670665414,0.0,0.702849509485847,0.7926344158478077,0.31279774660086856,0.0,0.00800594785863968,0.26385350444186184,0.0011527974847624686,0.870717094695569,600.0
13,0.16357624202267498,0.0,0.7772210418509028,0.8737008650022502,0.31224568623673293,0.0,0.002077627747336492,0.2516153914406565,0.0,0.9614657994911345,650.0
14,0.17474696602018902,0.0,0.8128515893126373,0.9116700531459937,0.309707438646172,0.0,0.0,0.2411869248376719,0.0,1.003773690687217,700.0
15,0.18190935315491594,0.0,0.8285152176590488,0.9278879007343342,0.30721122053709493,0.0,0.0,0.23371444022636276,0.0,1.021638573238946,750.0
16,0.18628425278387375,0.0,0.8352028510774715,0.9346098709188333,0.30530097691772373,0.0,0.0,0.22877720639028548,0.0,1.029033873712564,800.0
