"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","7.22","0.325320354932386","0.80164429311575","0.0117335945696544","1.74925329372872","0.0491582528314926","0.165692819724548","0.0869551001167244","0.475164830022634","3","0","0.638064270004036","0.0288779753115876","1.05464260923713","0.0434730125860129","0.212241855080613","0.0879217322411419","HabSubsmpl_25"
