"","repl","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1",0,3,0,0.641220356200402,0.0243432692339105,1.05971031598238,0.0358772640744605,0.206675921611207,0.084519522216132,"HabSubsmpl_25"
"2",1,3,0,0.63490818380767,0.0334126813892647,1.04957490249187,0.0510687610975652,0.217807788550019,0.0913239422661517,"HabSubsmpl_25"
