"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","7.78","0.769942864562589","0.837691417930213","0.0130442214344398","1.90829028474099","0.072133409803512","0.249106148263271","0.11178079258","0.609620077583032","3","0","0.630982627012871","0.0354726342731418","1.04508580340452","0.0522670948020852","0.223124873411568","0.0914764403700457","HabSubsmpl_25"
