"","repl","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","d"
"1",0,7.04,0.351188458428425,0.808881834405057,0.00884077512660499,1.75612503191928,0.0463401428466587,0.194807477440608,0.0992417366524164,0.470452865303077,"HabSubsmpl_25"
"2",1,7.8,0.645497224367903,0.848875436065323,0.0167067877266815,1.96084235185631,0.0976930244781796,0.189953833649606,0.110003732225153,0.470452865303077,"HabSubsmpl_25"
