"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","d"
"1",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"2",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"3",0,0,0,0,0,0,0,0,0.958461538461538,0,0,"HabSubsmpl_25"
"4",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"5",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"6",0,0,0,0,0,0,0,0.916923076923077,0,0,0,"HabSubsmpl_25"
"7",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"8",0,0,0,0,0,0.916923076923077,0,0,0,0,0,"HabSubsmpl_25"
"9",0,0,0.958461538461538,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"10",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"11",0,0,0,0,0.941538461538462,0,0,0.906153846153846,0.794768239360401,0.780761664020379,1,"HabSubsmpl_25"
"12",0,0,0,0,0,0.895384615384615,0,0,0,0,1,"HabSubsmpl_25"
"13",0,0,0,0.728021409536996,0,0.88729985921041,0.822034340122419,0,0,-0.906446540880503,1,"HabSubsmpl_25"
"14",0,0,0.728021409536996,0,0,0,0,0,0,-0.783245255773242,1,"HabSubsmpl_25"
"15",0.941538461538462,0,0,0,0,0,0,0.939230769230769,0.935949238317451,0.798647638395347,1,"HabSubsmpl_25"
"16",0,0.895384615384615,0.88729985921041,0,0,0,0.834755256766952,0,0,0,1,"HabSubsmpl_25"
"17",0,0,0.822034340122419,0,0,0.834755256766952,0,0,-0.809814293102145,0,1,"HabSubsmpl_25"
"18",0.906153846153846,0,0,0,0.939230769230769,0,0,0,0.919792284758334,0,1,"HabSubsmpl_25"
"19",0.794768239360401,0,0,0,0.935949238317451,0,-0.809814293102145,0.919792284758334,0,0.713243197163916,1,"HabSubsmpl_25"
"20",0.780761664020379,0,-0.906446540880503,-0.783245255773242,0.798647638395347,0,0,0,0.713243197163916,0,1,"HabSubsmpl_25"
