"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","5.86","0.973739463078277","0.757888766716764","0.0432687977225223","1.53310505279829","0.18383402990292","0.477991124018408","0.248547461842402","0.456561276786214","3","0","0.626377925443591","0.0254298888542259","1.03622317737555","0.0396466890877659","0.236871032278391","0.0889541360345644","HabSubsmpl_25"
