,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,repl,err,sp_nms,Ridx
0,0.0,0.41442174888346023,0.7615909335362632,0.001,0.28224977897886344,0.1412754610099868,0.6983450758148991,0.008891769884646926,0.0,0.001,0,0,H1,1
1,0.0,0.4618388387124868,0.001,0.0,0.4215817809357848,0.4024143446202612,0.13306594950725553,0.19645364851088712,0.40171250880898507,0.0440532959261753,0,0,H2,2
2,0.4311649648931691,0.003499358435750379,0.0,0.0,0.3854240410270146,0.001,0.20087262716199666,0.0,0.2665782874403483,0.39587619430689125,0,0,H3,3
3,0.0,0.19361718853568513,0.7722940686684471,0.0029804774264536194,0.4088719256746103,0.07002675319237206,0.8304921316451862,0.0,0.0,0.001,0,0,H4,4
4,0.0,0.3845675513598232,0.0,0.0,0.14548304714859042,0.5085655814876285,0.14304122883575776,0.1716873097898148,0.04049893191163826,0.02647780112891053,0,0,H5,5
5,0.0,0.13828952294588598,0.6378766649220904,0.35817240249897686,0.11528975503965376,0.0,0.5364155693588172,0.0,0.001,0.2047830769563943,0,0,H6,6
6,0.0,0.3176634922912402,0.35732082744575044,0.0,0.38459662896255115,0.23970607895119406,0.001,0.05502451424473439,0.08446992183339723,0.0,0,0,H7,7
7,0.2906562738947318,0.001,0.4221947644241232,0.0,0.3986853024086437,0.008039535169149823,0.4736980921764352,0.1038732499040392,0.0,0.19823785898149074,0,0,H8,8
8,0.15594105833958682,0.001,0.13643832209803095,0.0748539481284069,0.001,0.0,0.2723500575303291,0.24186187110353405,0.2983872836224541,0.0815983748921108,0,0,H9,9
9,0.34831548764402714,0.001,0.5228633636915556,0.001,0.46075954450391227,0.0,0.5524446238726769,0.001,0.0,0.08715769838099087,0,0,H10,10
10,0.0,0.3697585201490669,0.5792175637676,0.0,0.22932203071211915,0.029151793681630338,0.563495994532602,0.17074539644917616,0.0,0.001,0,0,H11,11
11,0.020451608498499488,0.2604901154278729,0.7213263198754774,0.0,0.31421752386391366,0.0827579988117512,0.7121758768868698,0.0,0.001,0.0,0,0,H12,12
12,0.0,0.3671133664603578,0.23702148255040878,0.0,0.15976130372840672,0.1925897061621094,0.43317659097450095,0.17789526704342004,0.25044430635972537,0.11183646592110824,0,0,H13,13
13,0.04576602688345644,0.098750938950732,0.3720547270525661,0.33591824002028864,0.001,0.0,0.4910775072636923,0.0,0.0034620964753710455,0.12025493681006376,0,0,H14,14
14,0.27441781992849124,0.11845878864703423,0.6323839896058662,0.0,0.7167787354989753,0.0,0.6202858605939314,0.01298297301953878,0.0,0.14492163188731313,0,0,H15,15
15,0.0,0.10715235814708418,0.2713604494710551,0.029078592324287517,0.18881779462922182,0.001,0.4157789961455126,0.2610639129496622,0.1257456173888737,0.1821359171990129,0,0,H16,16
16,0.3239544102928087,0.0,0.5605732148662814,0.001,0.2821056059976193,0.0,0.6965707038028183,0.0,0.0,0.1843045774516058,0,0,H17,17
17,0.0,0.060134983172975845,0.5665476896419748,0.3736311332926115,0.25275043497058325,0.0,0.5296747641741906,0.0,0.001,0.001,0,0,H18,18
18,0.3981922411055689,0.13194843641764573,0.0,0.0,0.25675782819174775,0.18806065415958076,0.3116442566218322,0.15418955547499663,0.28443299571624714,0.0055596938537370195,0,0,H19,19
19,0.04136548149349221,0.30710581537714604,0.845557178989449,0.001,0.4089267180559577,0.0,0.7422911311400051,0.0,0.0,0.07553771891153602,0,0,H20,20
20,0.26159546338235984,0.1483857091472834,0.0692613391980146,0.0,0.2468959901681661,0.12958824064442334,0.17878870930587382,0.33542762346910227,0.3887866386671199,0.0,0,0,H21,21
21,0.0,0.1975703743815536,0.0,0.0,0.19430867983243783,0.15785091845298943,0.1503144399448369,0.6451885496352485,0.001,0.19449793858573816,0,0,H22,22
22,0.0,0.34462061077030626,0.20787168499158878,0.001,0.001,0.3411654230784247,0.30755742429409133,0.07999494160653217,0.0,0.26088445733885285,0,0,H23,23
23,0.0,0.10214005952364512,1.0225959757051495,0.16125294152216538,0.4134241770356911,0.004803286065518559,1.023496207782551,0.001,0.0,0.07743598686649386,0,0,H24,24
24,0.0,0.2850783466913303,0.08465253845376292,0.0,0.20725466256403435,0.22293332431449797,0.3614817423280887,0.35332439194237364,0.053643255993740445,0.22112687334434186,0,0,H25,25
0,0.0,0.0,0.5655825798855474,0.0,0.001,0.3994253908107103,0.049513100850379806,0.0,0.5879443082027968,0.18663696002621474,1,0,H1,1
1,0.1996116625277313,0.10467538959561945,0.4328548759231781,0.001,0.43105161793169716,0.211414438813196,0.001,0.0850979103692353,0.6219427544880896,0.11728848240137242,1,0,H2,2
2,0.1408345665667791,0.0,0.3032876164799022,0.001,0.27500318339873336,0.0,0.001,0.2895412873322257,0.46418641922887655,0.5290254039545863,1,0,H3,3
3,0.0,0.0,0.6675319406725528,0.001,0.5905078690257921,0.25236847788460587,0.4516465613934451,0.0,0.001,0.14797548392096013,1,0,H4,4
4,0.26570993371542884,0.0,0.4905020590712433,0.001,0.4384892349285792,0.0,0.0,0.001,0.6954041329311195,0.08880285605188652,1,0,H5,5
5,0.001,0.8100910879543095,0.0,0.9526185144316136,0.0,0.0,0.09929362122568709,0.48287319414290236,0.0,0.0,1,0,H6,6
6,0.006705316706602915,0.0,0.7178261628043754,0.0,0.5874758622304552,0.09862696948733513,0.0,0.0,0.5260856582484853,0.2803215683603278,1,0,H7,7
7,0.17436978790168262,0.0,0.6328366159496327,0.0,0.5184729972472598,0.0,0.0,0.0,0.5077935574720207,0.12145096734576925,1,0,H8,8
8,0.0,0.708929628015544,0.0,0.58652596296791,0.0,0.12994022053559665,0.001,0.23390011778108633,0.1948448342348274,0.0,1,0,H9,9
9,0.001,0.7085589629856487,0.0,0.7222681455316852,0.0,0.0,0.22203747623197936,0.45341759192017017,0.0,0.0,1,0,H10,10
10,0.0,0.7655747393943085,0.0,0.8996884280367999,0.001,0.0,0.016326133140961603,0.5105345620996345,0.0,0.0,1,0,H11,11
11,0.0,0.001,0.8770684801379994,0.0,0.7976643042693579,0.1514729735329232,0.0,0.0,0.5608753232527735,0.13285247212162596,1,0,H12,12
12,0.048756220767585845,0.0,0.580144840675423,0.0,0.5459591819842587,0.0,0.001,0.0,0.4051011044568288,0.4949732230761561,1,0,H13,13
13,0.0,0.001,0.8501054875817223,0.0,0.5828085647364957,0.19015767865740327,0.0,0.0,0.40438355632178,0.08372116349206225,1,0,H14,14
14,0.0,0.7460061912892318,0.0,0.808998690562616,0.0,0.30088611584589436,0.2899899132683335,0.34309049517492896,0.04178953608758457,0.0,1,0,H15,15
15,0.001,0.0,0.9480399287363462,0.0,0.7532486732519658,0.04752001225587432,0.0,0.0,0.8419885611796867,0.15747304838970744,1,0,H16,16
16,0.0,0.0,0.7026415398297102,0.0,0.44140625289750013,0.326291250802689,0.001,0.0,0.6302921343834463,0.20782244820342893,1,0,H17,17
17,0.0016159198461489328,0.0,0.6946543120240931,0.0,0.45672403118723925,0.13123792840890014,0.0,0.026541976595381333,0.46085081454755006,0.001,1,0,H18,18
18,0.0,0.0,0.7888334445031473,0.0,0.5861149567737669,0.08464635840443527,0.0,0.0084476276529831,0.6730925138564757,0.1832079399008155,1,0,H19,19
19,0.0,0.0,0.6059857429224278,0.0,0.5791093218782052,0.34312133562270075,0.0,0.001,0.31153002222620574,0.2638527483976691,1,0,H20,20
20,0.003516745475092366,0.0,0.5456468107581772,0.0,0.3125609776375406,0.1581897487022167,0.17745265599980115,0.001,0.2655351467332933,0.3204537534909677,1,0,H21,21
21,0.0,0.0,0.7365651344591544,0.0,0.6947993587009511,0.203162953389134,0.0,0.0,0.6118659149260058,0.0,1,0,H22,22
22,0.10230398632825333,0.384244548131885,0.0,0.6392439738278275,0.001,0.0,0.0,0.6873126190795411,0.001,0.0,1,0,H23,23
23,0.0,0.001,0.835236690323936,0.0,0.7788998401917484,0.0,0.0,0.0,0.4890617657077436,0.20321285614070306,1,0,H24,24
24,0.0,0.8357557308251088,0.0,1.155945992519331,0.0,0.023139517818142885,0.005332226288917316,0.8173708502452649,0.0,0.0,1,0,H25,25
