,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,repl,err,n_nms,Ridx
0,0.24514118962054712,0.40059252237797727,0.47990817399750463,0.07473999924995173,0.20494297755464447,0.41924115729854516,0.35469981050276145,0.25196885768054106,0.26406715515754364,0.09972537997419506,0,0,H1,1
1,0.12499767227715491,0.4214788773161844,0.024302736939665892,0.3073651516082906,0.42147975711629115,0.4244398644985636,0.24842101622288273,0.2074808436788105,0.5014287319962065,0.15588485826685944,0,0,H2,2
2,0.3978483687758497,0.2083989635438096,0.10809502713108443,0.15231446894967354,0.2921314903130001,0.03021360646137211,0.2777222201423443,0.15106947856115976,0.3246378417265907,0.4483168407450553,0,0,H3,3
3,0.13336583355260945,0.18761867093352763,0.38537704744080337,0.2599413081051015,0.3312566251183674,0.37565082497487434,0.4820120669927308,0.1855306849300035,0.24346985976977928,0.05939141798043707,0,0,H4,4
4,0.2718226376420067,0.33356120057417576,0.1499912043264208,0.17988022921931437,0.14548304714858973,0.4803409140369471,0.1547163224151855,0.17812319909777216,0.1588787236018982,0.14892065898470985,0,0,H5,5
5,0.2636240600049854,0.2602782323859327,0.42849721412401903,0.4505296307887715,0.19081383325550977,0.2433970182121272,0.24887824770872147,0.19650924736730124,0.009934032652119784,0.34218912608988966,0,0,H6,6
6,0.2400564255711955,0.2936222814784646,0.46210816331815396,0.10104265510622598,0.34814139336222527,0.37029151336475885,0.0882101958821935,0.1691090040940691,0.23333985545659194,0.10686306112114019,0,0,H7,7
7,0.41040882095235465,0.05586255539154311,0.3489273277886267,0.12521602619320457,0.29272510932977097,0.32446231883934157,0.28320259932893554,0.37185902067586113,0.2585015652768966,0.350963597684662,0,0,H8,8
8,0.3165060250204576,0.04466768383202799,0.25662038464242926,0.2326600995934546,0.07016191282825124,0.13817326664867827,0.2968048216876063,0.37902324515540964,0.41975138657311917,0.18868745541818455,0,0,H9,9
9,0.44367469761561573,0.06249995667071431,0.36777592088454386,0.009749653894696841,0.3324391696039669,0.33727344929958,0.3165158443701385,0.018798961642611633,0.153796739210662,0.24226936081112987,0,0,H10,10
10,0.18699751104990225,0.3668346320113483,0.36849675698967704,0.10124082865044334,0.17022810647917336,0.23477070984896165,0.3021390176167449,0.35591894096630877,0.27454297190663757,0.08990043390016969,0,0,H11,11
11,0.36121743958032526,0.26202541440707133,0.410061311762157,0.17787809883030345,0.2361939871307057,0.3667152571021267,0.38698602268799864,0.21729965944731094,0.023067491748478386,0.12897598994599255,0,0,H12,12
12,0.16987473984355822,0.3477976706014939,0.2654551804373831,0.26792006048236205,0.1355794666877934,0.3107641609240203,0.39842514595874445,0.2807546798338257,0.4789742713307833,0.23669889653998458,0,0,H13,13
13,0.3801655269494908,0.23510733933462863,0.19343968372740084,0.3894316171041951,0.08380259646572061,0.15525350638001423,0.32423697384668376,0.2784290502651507,0.2565294097563961,0.2059575522039731,0,0,H14,14
14,0.41924054951428313,0.2501442015915015,0.4109327793804839,0.33437171766612106,0.5928840152124837,0.21289022686282882,0.3349402730008231,0.32977706801578704,0.1973295155551078,0.3175864383044374,0,0,H15,15
15,0.18100394281479798,0.11695670919876427,0.22698314153852542,0.2382180894963753,0.17254831435161705,0.059166107308945115,0.3295843709447497,0.40290036463098494,0.33098357440749576,0.304204619050225,0,0,H16,16
16,0.48219777157833155,0.10768223132894356,0.3707469130632152,0.0013728679454607096,0.15520917153054264,0.11291176188391222,0.44362631420996634,0.19850660290812533,0.3554694448192338,0.34434221765382184,0,0,H17,17
17,0.2567428853668708,0.18738872835386605,0.3022883481289764,0.4933309769253318,0.34162018369202507,0.34706816393291023,0.2743228264093622,0.20915788959096865,0.07947055753204751,0.01010176124899298,0,0,H18,18
18,0.5234965280166191,0.3041508834717468,0.1831626498031152,0.43080055531156836,0.17059797742645968,0.3708173395221758,0.3935003316710141,0.27218711783458904,0.4029279725602529,0.12097361910544946,0,0,H19,19
19,0.40621778618392285,0.32730020184925546,0.49967060937156704,0.06285715902874145,0.3141010360981616,0.2390717661893841,0.36075540964888797,0.28911243317667035,0.218225381329514,0.2626972656961348,0,0,H20,20
20,0.45127247856072483,0.26092596349260927,0.3384262826031223,0.3700004897075533,0.18322433022228835,0.3024674525613939,0.25958965643581944,0.4341219005044095,0.48175472851541745,0.11819509224642197,0,0,H21,21
21,0.29525043190137973,0.18173878919999525,0.13277540419230663,0.21113651837620212,0.19430867983243713,0.16905493850671488,0.15060272146137774,0.6924646472550338,0.02140733896106964,0.37637374652553574,0,0,H22,22
22,0.280834839894669,0.310744168233066,0.2935972881035022,0.08031623324962284,0.03477867841198329,0.43551955477162385,0.21376061986533196,0.21015185295244887,0.18757785977288652,0.3792508406915889,0,0,H23,23
23,0.3128050509362522,0.1565182108919324,0.5376295232246315,0.3611229761912163,0.37237202137381253,0.49887581039801054,0.5620891785614832,0.06514477366837768,0.2155440989467184,0.2987454448693838,0,0,H24,24
24,0.19585994880940893,0.26271934751502585,0.1710434737897618,0.23614875631936266,0.1986181002383342,0.2730214492091576,0.3387488808394397,0.43410071284860646,0.21825402720124587,0.3606239819987519,0,0,H25,25
0,0.22144603256815032,0.231822120604998,0.4035515652013397,0.21918876605542822,0.039889889285313174,0.39968043884906856,0.29176588394071673,0.23845291458376083,0.4528805539550659,0.1867383247985449,1,0,H1,1
1,0.4843830135133229,0.5431037219454868,0.20763589462304644,0.03939801779994251,0.3312309271173166,0.44187788970340414,0.07794155305715708,0.34955961001110386,0.5037442651253463,0.2047816557599278,1,0,H2,2
2,0.24482741795547633,0.395371568853359,0.20253898683892113,0.06029313670076206,0.1930920214075731,0.23381816922862073,0.02561693992585473,0.39571559177904103,0.3815939823642375,0.5573333315059332,1,0,H3,3
3,0.17843435759637813,0.24843383379354322,0.40269917319913634,0.05707020904050494,0.5203966803616686,0.40297635151394096,0.6478608070467393,0.3529577384957048,0.0357202372637849,0.2082644720993131,1,0,H4,4
4,0.4338975276713335,0.3490539632135888,0.19446962825697744,0.09102237046575862,0.22765517164018229,0.21379241129996615,0.2803956095711344,0.09949118134860888,0.5609485163203625,0.13368265345777924,1,0,H5,5
5,0.048881716724688384,0.44315365491448305,0.20108420074697952,0.39186957131125233,0.2599635128026937,0.1380224291195252,0.18435425200142236,0.21552680137062719,0.3434710595895907,0.5445215659338145,1,0,H6,6
6,0.29066862490369316,0.36383431950452827,0.31206113477254344,0.34840337808439154,0.31909332382694683,0.2512133609383694,0.18484356347184996,0.15172175919132913,0.3288114998737576,0.33987043709562137,1,0,H7,7
7,0.3913601316405101,0.3582692030979671,0.3205288619468386,0.2156146257157194,0.2469487334408472,0.1586794189117104,0.3003406798062863,0.17738308148831428,0.3338734690956583,0.17400586467072088,1,0,H8,8
8,0.2037381709929409,0.4746841130471924,0.10967550503649295,0.24022184121164555,0.25936798576058795,0.2400370444528378,0.05367317148455858,0.14645696025682875,0.3990619124289695,0.4137557966003157,1,0,H9,9
9,0.07681008871186851,0.44151474476744834,0.26450234361545294,0.21916903138261457,0.18863682071629442,0.10428571962464975,0.30190934909828854,0.2885079243307974,0.24735846437957518,0.21603193091498718,1,0,H10,10
10,0.18538123168648193,0.42572776334747703,0.23282808270478345,0.3478783300550692,0.07660420811228641,0.1914816847009358,0.1065910152844814,0.24446193628563453,0.10256709947892023,0.2554190465990247,1,0,H11,11
11,0.2182855431654086,0.049726317521821606,0.3655492152258484,0.2336671722283986,0.456655098514813,0.354915689604133,0.22593871243636304,0.3128054390321557,0.31983391740929645,0.21412156345759195,1,0,H12,12
