"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","err","sp_nms","Ridx","d"
"11",0,0.369758520149067,0.5792175637676,0,0.229322030712119,0.0291517936816303,0.563495994532602,0.170745396449176,0,0,0,0,"H11",11,"HabSubsmpl_25"
"18",0,0.0601349831729758,0.566547689641975,0.373631133292611,0.252750434970583,0,0.529674764174191,0,0,0,0,0,"H18",18,"HabSubsmpl_25"
"35",0,0.708558962985649,0,0.722268145531685,0,0,0.222037476231979,0.45341759192017,0,0,1,0,"H10",10,"HabSubsmpl_25"
"32",0.00670531670660292,0,0.717826162804375,0,0.587475862230455,0.0986269694873351,0,0,0.526085658248485,0.280321568360328,1,0,"H7",7,"HabSubsmpl_25"
"31",0,0.81009108795431,0,0.952618514431614,0,0,0.0992936212256871,0.482873194142902,0,0,1,0,"H6",6,"HabSubsmpl_25"
"40",0,0.746006191289232,0,0.808998690562616,0,0.300886115845894,0.289989913268334,0.343090495174929,0.0417895360875846,0,1,0,"H15",15,"HabSubsmpl_25"
"46",0.00351674547509237,0,0.545646810758177,0,0.312560977637541,0.158189748702217,0.177452655999801,0,0.265535146733293,0.320453753490968,1,0,"H21",21,"HabSubsmpl_25"
"33",0.174369787901683,0,0.632836615949633,0,0.51847299724726,0,0,0,0.507793557472021,0.121450967345769,1,0,"H8",8,"HabSubsmpl_25"
"50",0,0.835755730825109,0,1.15594599251933,0,0.0231395178181429,0.00533222628891732,0.817370850245265,0,0,1,0,"H25",25,"HabSubsmpl_25"
"48",0.102303986328253,0.384244548131885,0,0.639243973827827,0,0,0,0.687312619079541,0,0,1,0,"H23",23,"HabSubsmpl_25"
"44",0,0,0.788833444503147,0,0.586114956773767,0.0846463584044353,0,0.0084476276529831,0.673092513856476,0.183207939900815,1,0,"H19",19,"HabSubsmpl_25"
"45",0,0,0.605985742922428,0,0.579109321878205,0.343121335622701,0,0,0.311530022226206,0.263852748397669,1,0,"H20",20,"HabSubsmpl_25"
"43",0.00161591984614893,0,0.694654312024093,0,0.456724031187239,0.1312379284089,0,0.0265419765953813,0.46085081454755,0,1,0,"H18",18,"HabSubsmpl_25"
"39",0,0,0.850105487581722,0,0.582808564736496,0.190157678657403,0,0,0.40438355632178,0.0837211634920623,1,0,"H14",14,"HabSubsmpl_25"
"36",0,0.765574739394309,0,0.8996884280368,0,0,0.0163261331409616,0.510534562099635,0,0,1,0,"H11",11,"HabSubsmpl_25"
"49",0,0,0.835236690323936,0,0.778899840191748,0,0,0,0.489061765707744,0.203212856140703,1,0,"H24",24,"HabSubsmpl_25"
"38",0.0487562207675858,0,0.580144840675423,0,0.545959181984259,0,0,0,0.405101104456829,0.494973223076156,1,0,"H13",13,"HabSubsmpl_25"
"29",0,0,0.667531940672553,0,0.590507869025792,0.252368477884606,0.451646561393445,0,0,0.14797548392096,1,0,"H4",4,"HabSubsmpl_25"
"27",0.199611662527731,0.104675389595619,0.432854875923178,0,0.431051617931697,0.211414438813196,0,0.0850979103692353,0.62194275448809,0.117288482401372,1,0,"H2",2,"HabSubsmpl_25"
"47",0,0,0.736565134459154,0,0.694799358700951,0.203162953389134,0,0,0.611865914926006,0,1,0,"H22",22,"HabSubsmpl_25"
"26",0,0,0.565582579885547,0,0,0.39942539081071,0.0495131008503798,0,0.587944308202797,0.186636960026215,1,0,"H1",1,"HabSubsmpl_25"
"37",0,0,0.877068480137999,0,0.797664304269358,0.151472973532923,0,0,0.560875323252773,0.132852472121626,1,0,"H12",12,"HabSubsmpl_25"
"42",0,0,0.70264153982971,0,0.4414062528975,0.326291250802689,0,0,0.630292134383446,0.207822448203429,1,0,"H17",17,"HabSubsmpl_25"
"34",0,0.708929628015544,0,0.58652596296791,0,0.129940220535597,0,0.233900117781086,0.194844834234827,0,1,0,"H9",9,"HabSubsmpl_25"
"28",0.140834566566779,0,0.303287616479902,0,0.275003183398733,0,0,0.289541287332226,0.464186419228877,0.529025403954586,1,0,"H3",3,"HabSubsmpl_25"
"30",0.265709933715429,0,0.490502059071243,0,0.438489234928579,0,0,0,0.695404132931119,0.0888028560518865,1,0,"H5",5,"HabSubsmpl_25"
"41",0,0,0.948039928736346,0,0.753248673251966,0.0475200122558743,0,0,0.841988561179687,0.157473048389707,1,0,"H16",16,"HabSubsmpl_25"
