"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","d"
"1",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"2",0,0,0,0,0,0.756379819305708,0,0,0,0,0,"HabSubsmpl_25"
"3",0,0,0,0,0,0,0.911203703038856,0,-0.731997581014552,0,0,"HabSubsmpl_25"
"4",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"5",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"6",0,0.756379819305708,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"7",0,0,0.911203703038856,0,0,0,0,0,-0.709274733302559,0,0,"HabSubsmpl_25"
"8",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"9",0,0,-0.731997581014552,0,0,0,-0.709274733302559,0,0,0,0,"HabSubsmpl_25"
"10",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"11",0,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"12",0,0,-0.802675730364227,0.95264032202865,-0.74718504603881,0,0,0.871080952121982,0,-0.700767929294438,1,"HabSubsmpl_25"
"13",0,-0.802675730364227,0,-0.773205659355416,0.925705872591354,0,0,-0.775686068690534,0,0,1,"HabSubsmpl_25"
"14",0,0.95264032202865,-0.773205659355416,0,-0.734301939820264,0,0,0.84900425985656,-0.728232140021018,0,1,"HabSubsmpl_25"
"15",0,-0.74718504603881,0.925705872591354,-0.734301939820264,0,0,0,-0.745338455748561,0,0,1,"HabSubsmpl_25"
"16",0,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"17",0,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"18",0,0.871080952121982,-0.775686068690534,0.84900425985656,-0.745338455748561,0,0,0,0,0,1,"HabSubsmpl_25"
"19",0,0,0,-0.728232140021018,0,0,0,0,0,0,1,"HabSubsmpl_25"
"20",0,-0.700767929294438,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
