"","totp","eucp","intp","shrp","eucshrp","eucintp","shrintp","eucshrintp","unxp","eucp_cor","shrp_cor","intp_cor","eucshrp_cor","eucintp_cor","shrintp_cor","mneuc_p","mnint_p","mneuc_nonintp","mneuc_noneucp","mneuc_nonshrp","mneuc_noneucshrp","mnint_nonintp","mnint_noneucp","mnint_nonshrp","mnint_intp","mnint_eucp","mnint_shrp","mnint_eucshrp","mnint_eucintp","mnint_shrintp","mneuc_intp","mneuc_eucp","mneuc_shrp","mneuc_eucshrp","mneuc_eucintp","mneuc_shrintp","mnint_noneucintp","mneuc_noneucintp","mnint_onlyintp_spsort","mnint_onlyeucp_spsort","mnint_onlyshrp_rscasm","mnint_onlyeucp_rscasm","mneuc_onlyintp_spsort","mneuc_onlyeucp_spsort","mneuc_onlyshrp_rscasm","mneuc_onlyeucp_rscasm","mnint_noneucshrp","totn","eucn","intn","shrn","eucshrn","eucintn","shrintn","eucshrintn","unxn","eucn_cor","shrn_cor","intn_cor","eucshrn_cor","eucintn_cor","shrintn_cor","mneuc_n","mnint_n","mneuc_nonintn","mneuc_noneucn","mneuc_nonshrn","mneuc_noneucshrn","mnint_nonintn","mnint_noneucn","mnint_nonshrn","mnint_intn","mnint_eucn","mnint_shrn","mnint_eucshrn","mnint_eucintn","mnint_shrintn","mneuc_intn","mneuc_eucn","mneuc_shrn","mneuc_eucshrn","mneuc_eucintn","mneuc_shrintn","mnint_noneucintn","mneuc_noneucintn","mnint_onlyintn_spsort","mnint_onlyeucn_spsort","mnint_onlyshrn_rscasm","mnint_onlyeucn_rscasm","mneuc_onlyintn_spsort","mneuc_onlyeucn_spsort","mneuc_onlyshrn_rscasm","mneuc_onlyeucn_rscasm","mnint_noneucshrn","NA"
"1",3,0.375,0.75,0,0,0.25,0,0,0.125,0.125,0,0.5,0,0.25,0,0.476970588966705,-0.33092041320605,0.460996448642862,0.30153910029999,0.476970588966705,"0.586547500231407","0","-0.394309454688928","-0.33092041320605","-0.443983188388881","-0.192156188267951","NaN","NaN","-0.384312376535902","NaN","0.475758919738804","0.30153910029999","NaN","NaN","0.342068822618959","NaN","0","0.660983519304702","-0.469684638144148","0","NaN","-0.192156188267951","0.5524085423025","0.261009377981021","NaN","0.30153910029999","-0.394309454688928","3","0.166666666666667","0.833333333333333","0","0","0","0","0","0","0.166666666666667","0","0.833333333333333","0","0","0","0.526117837938613","0.279907082605345","1.096157484011","0.412109908724134","0.526117837938613","0.412109908724134","0","0.336811572586984","0.279907082605345","0.335888499126414","0","NaN","NaN","NaN","NaN","0.412109908724134","1.096157484011","NaN","NaN","NaN","NaN","NaN","NaN","0.335888499126414","0","NaN","0","0.412109908724134","1.096157484011","NaN","1.096157484011","0.335888499126414","HabSubsmpl_25"
