"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","8.24","0.724494882844619","0.842573090945973","0.016080917144766","1.94393663584281","0.089285429588837","0.243886703354959","0.116501678143715","0.522658069467083","3","0","0.621005467375278","0.0394891067694885","1.02722871429488","0.0634066802471937","0.245346314917978","0.102372083357275","HabSubsmpl_25"
