,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,repl,err,sp_nms,Ridx
0,0.3817505658273286,0.0,0.0033293857960062347,0.4363910585672878,0.17845612725737917,0.17686531632478358,0.11741924086401616,0.17502629465789799,0.20202661195398222,0.0,0,0,H1,1
1,0.48175157279762615,0.0048747242830707435,0.007591325210895687,0.5742230875912203,0.2318820333381895,0.22529146529853494,0.16487928280746567,0.2228278310265943,0.26614073120909687,0.0,0,0,H2,2
2,0.22755765024070138,0.017180495255905596,0.020311052881823406,0.3236608576237696,0.12531380618655064,0.0931048984034967,0.10669680607870892,0.10495338888356938,0.15410561562256267,0.0,0,0,H3,3
3,0.43762648995779413,0.0017230221393933721,0.06230838770695017,0.5850083029403688,0.25892561230894634,0.08810996564162774,0.11969341084454659,0.1613593483601556,0.2879986147733975,0.0,0,0,H4,4
4,0.40989289702930154,0.019916754937867646,0.0027476083213355163,0.5116091487910647,0.19149397266281726,0.22656049797386477,0.17978766163714502,0.20613774810663432,0.23271474217713758,0.0,0,0,H5,5
5,0.39239768605705844,0.02690795568328314,0.008554909180119901,0.5148674736185913,0.19143560880725283,0.20879597567013658,0.1849443853966549,0.1968207504636416,0.23829480349381751,0.0,0,0,H6,6
6,0.24332464224522715,0.05617223105568637,0.016167281921629115,0.39914697150509904,0.1270618599699024,0.15172254771085028,0.18883972084424017,0.1410839955705592,0.1884678267251542,0.0,0,0,H7,7
7,0.3968091296580644,0.055508922121790094,0.0,0.5426340151038532,0.17487650273654082,0.27663054604886284,0.2482634362328085,0.2296709196257238,0.2421696702689327,0.0,0,0,H8,8
8,0.4239270664574818,0.05561981363409222,0.009280022621913643,0.5985999554584662,0.20501409224873537,0.255877261902952,0.25175222327592645,0.23071166619651307,0.27701897080002497,0.0,0,0,H9,9
9,0.14970203246210384,0.05927865391495033,0.020304547701346574,0.30027523560926633,0.08630197488323324,0.1011797164058205,0.16194296468157449,0.09661718136758417,0.14427880168800555,0.0,0,0,H10,10
10,0.34957988778546634,0.009454271013181647,0.017551766990781526,0.4485254972151103,0.18068294336495344,0.14831342817853113,0.13196785640411368,0.15819403414096525,0.21098580285290566,0.0,0,0,H11,11
11,0.18507636808663397,0.07125951560048734,0.0,0.28419604872622095,0.04425636378220103,0.24519888713642357,0.2194637476033549,0.15998246717322911,0.10158012244210061,0.0,0,0,H12,12
12,0.3818372975477652,0.0745043149691563,0.019998307431810716,0.5965493196131948,0.19511655032112096,0.2333253467743732,0.27106189170058365,0.21582436687590914,0.28030001106601443,0.0,0,0,H13,13
13,0.27309800128675127,0.0,0.04643062163735792,0.31529332992691916,0.1619295443085039,0.001,0.001,0.0770216730807987,0.16153528167073775,0.0,0,0,H14,14
14,0.2033568219001593,0.12530024597853617,0.0,0.35793226643546594,0.021098322195076534,0.36985072098237404,0.3442007373198031,0.22363752709638857,0.11400425392094644,0.0,0,0,H15,15
15,0.3552491382870161,0.047000897603803195,0.015993239294515082,0.5153144385075243,0.1803033417973355,0.19738748430455028,0.20942649972034988,0.1875848395665791,0.24140635005795708,0.0,0,0,H16,16
16,0.3041662841866919,0.049326358177419274,0.0,0.4199884195708876,0.12803288234771334,0.2300881723882276,0.20585907698776795,0.18418778509692516,0.18337219578839645,0.0,0,0,H17,17
17,0.23803219647705506,0.12287301180082733,0.0018914621508869525,0.4716808943756881,0.10139974058263711,0.2621360137350909,0.32259648210873426,0.1967202044420047,0.21432546609761605,0.0,0,0,H18,18
18,0.2860751293474472,0.08071623329416869,0.01118957804532463,0.4810101284632593,0.1409887246591521,0.21024055405960076,0.2524456388384907,0.18107452086418846,0.22482306978765565,0.0,0,0,H19,19
19,0.29900780154830986,0.0,0.008004424608746941,0.33703798768261206,0.1432429453641963,0.11606218212226237,0.07587381186419527,0.1290482295588232,0.16108737116689836,0.0,0,0,H20,20
20,0.4962239530996533,0.0,0.04209913601590233,0.5542111013611267,0.25364474877426485,0.10718572558870887,0.07352493534007366,0.1843608402710578,0.2810560308685507,0.0,0,0,H21,21
21,0.34794091013104655,0.08027234800675466,0.0,0.51469645096917,0.14178613224501915,0.29599918177803325,0.283317575419316,0.2288419754158363,0.2233773065400781,0.0,0,0,H22,22
