"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","d"
"1",0,0,0,0,0,0,0,-0.884966906031066,0,0,0,"HabSubsmpl_25"
"2",0,0,0,-0.784224958851546,0.829349811070959,0.704615384615385,0,0,0,0,0,"HabSubsmpl_25"
"3",0,0,0,0.908502479082782,-0.88319131424771,0,0,0,0.950995648227469,0,0,"HabSubsmpl_25"
"4",0,-0.784224958851546,0.908502479082782,0,-0.898206090989402,0,0,0,0.856870435998506,0,0,"HabSubsmpl_25"
"5",0,0.829349811070959,-0.88319131424771,-0.898206090989402,0,0,0,0,-0.83694372049201,0,0,"HabSubsmpl_25"
"6",0,0.704615384615385,0,0,0,0,0,0,0,0.94,0,"HabSubsmpl_25"
"7",0,0,0,0,0,0,0,0.705329511221597,0,0,0,"HabSubsmpl_25"
"8",-0.884966906031066,0,0,0,0,0,0.705329511221597,0,0,0,0,"HabSubsmpl_25"
"9",0,0,0.950995648227469,0.856870435998506,-0.83694372049201,0,0,0,0,0,0,"HabSubsmpl_25"
"10",0,0,0,0,0,0.94,0,0,0,0,0,"HabSubsmpl_25"
"11",0,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"12",0,0,0,0,-0.750130330556306,0.788461538461539,0,0,0,0,1,"HabSubsmpl_25"
"13",0,0,0,0,0.775194351147686,0,0,0,0.756923076923077,0,1,"HabSubsmpl_25"
"14",0,0,0,0,0,0,0,0,0,0.73595094940416,1,"HabSubsmpl_25"
"15",0,-0.750130330556306,0.775194351147686,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"16",0,0.788461538461539,0,0,0,0,0,0,0,0.706697668988514,1,"HabSubsmpl_25"
"17",0,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"18",0,0,0,0,0,0,0,0,-0.824097712307926,0.90760791108418,1,"HabSubsmpl_25"
"19",0,0,0.756923076923077,0,0,0,0,-0.824097712307926,0,-0.732101833559996,1,"HabSubsmpl_25"
"20",0,0,0,0.73595094940416,0,0.706697668988514,0,0.90760791108418,-0.732101833559996,0,1,"HabSubsmpl_25"
