"","repl","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1",0,3,0,0.627742898853293,0.046212629152149,1.03739576703034,0.0726244165679919,0.210034591260118,0.0953044660502482,"HabSubsmpl_25"
"2",1,3,0,0.628009775984186,0.0399662429729038,1.03912400062625,0.0610301786453679,0.233035505446817,0.0949470768326628,"HabSubsmpl_25"
