"","N1","N2","correl","cooc","int","euc","euctrim","coocpos","coocneg","intpos","intneg","euctrimpos","euctrimneg","shrd_rsc_pos","shrd_rsc_neg","repl","d"
"86","S6","S9",0.0415384615384615,0,0,0.997948413714559,0.997948413714559,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"87","S7","S9",0.0346153846153846,0,0,0.739996472987246,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"88","S8","S9",0.503846153846154,0,0.124438024690707,0.296084515201827,0.296084515201827,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"91","S1","S10",0,0,0.405151225342748,0.134095971234071,0.134095971234071,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"92","S2","S10",0,0,0,0.443950308845854,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"93","S3","S10",0,0,0.146004079125308,0.335218658890175,0.335218658890175,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"94","S4","S10",0,0,0.4027983669258,0.450971501661843,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"95","S5","S10",0,0,0,0.175867356520656,0.175867356520656,0,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"96","S6","S10",0,0,0,0.750099302108466,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"97","S7","S10",0,0,0,0.594583007369796,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"98","S8","S10",0,0,0,0.100996563674239,0.100996563674239,0,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"99","S9","S10",0,0,0.10478267519363,0.380035703053767,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"111","S1","S2",0,0,0.484758681506598,0.293281500374274,0.293281500374274,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"211","S1","S3",-0.323076923076923,0,0.177603532218351,0.993259603870607,0.993259603870607,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"221","S2","S3",0,0,0.321210896506112,1.13692580052168,1.13692580052168,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"311","S1","S4",0.773076923076923,0.773076923076923,-0.208365025432095,0.645608837541703,0,1,0,1,0,0,0,1,0,1,"HabSubsmpl_25"
"321","S2","S4",0,0,0.183923452142078,0.936664912164046,0.936664912164046,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"331","S3","S4",-0.133076923076923,0,0,0.865184223820839,0.865184223820839,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"411","S1","S5",-0.287692307692308,0,0,0.226468715653838,0.226468715653838,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"421","S2","S5",0,0,0.262436719558961,0.437266358545016,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"431","S3","S5",0.591538461538462,0,-0.33631903394848,1.1617457334231,1.1617457334231,0,0,1,0,0,1,0,0,1,"HabSubsmpl_25"
"441","S4","S5",-0.524615384615385,0,0.450860312412774,0.624762138167574,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"511","S1","S6",0.205384615384615,0,0,0.681488364708984,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"521","S2","S6",0,0,0.212033213003323,0.844501463426797,0.844501463426797,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"531","S3","S6",0.781538461538462,0.781538461538462,0.195134657663255,0.312884124275084,0.312884124275084,1,0,0,1,1,0,1,0,1,"HabSubsmpl_25"
"541","S4","S6",0.217692307692308,0,0,0.638698405750093,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"551","S5","S6",0.517692307692308,0,0,0.849944143194318,0.849944143194318,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"611","S1","S7",-0.0885296644157724,0,0.354988029929759,0.482407882223124,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"621","S2","S7",0,0,0.376176397443994,0.240212376519195,0.240212376519195,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"631","S3","S7",0.463433547637348,0,0,1.3768355028325,1.3768355028325,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"641","S4","S7",-0.43110097454637,0,0,1.11955722429702,1.11955722429702,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"651","S5","S7",0.907621516053875,0.907621516053875,0,0.537307375361517,0,1,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"661","S6","S7",0.597382779014256,0,-0.186474043015081,1.08439518517501,1.08439518517501,0,0,1,0,0,1,0,0,1,"HabSubsmpl_25"
"711","S1","S8",-0.0453846153846154,0,0,0.951199612790689,0.951199612790689,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"721","S2","S8",0,0,0.175194629619899,1.11066386169425,1.11066386169425,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"731","S3","S8",0.876153846153846,0.876153846153846,0,0.0742285449973933,0.0742285449973933,1,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"741","S4","S8",0.264615384615385,0,0,0.793292258303395,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"751","S5","S8",0.282307692307692,0,0,1.11109931890924,1.11109931890924,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"761","S6","S8",0.821538461538462,0.821538461538462,0.159784565738853,0.270855122713933,0.270855122713933,1,0,0,1,1,0,1,0,1,"HabSubsmpl_25"
"771","S7","S8",0.22247889579268,0,-0.274418829400091,1.35087201429372,1.35087201429372,0,0,1,0,0,1,0,0,1,"HabSubsmpl_25"
"811","S1","S9",0.460691386310456,0,0,0.636334657975388,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"821","S2","S9",0,0,0,0.802823848898055,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"831","S3","S9",-0.0534075854926281,0,0.485805204588666,0.358124268483318,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"841","S4","S9",0.851667527435879,0.851667527435879,0,0.613578615708348,0,1,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"851","S5","S9",-0.64863716426543,0,0.402880762363478,0.805095208168392,0,0,0,0,1,0,0,0,1,1,"HabSubsmpl_25"
"861","S6","S9",0.169599660801018,0,0,0.0452637036071915,0.0452637036071915,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"871","S7","S9",-0.583447812763923,0,0,1.04244730771549,1.04244730771549,0,0,0,0,0,1,0,1,1,"HabSubsmpl_25"
"881","S8","S9",0.360806970694473,0,0,0.315518866188901,0.315518866188901,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"911","S1","S10",-0.0664671303568871,0,0,0.475708582636963,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"921","S2","S10",0,0,0.41517528944992,0.233609488703715,0.233609488703715,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"931","S3","S10",0.0230680040650373,0,0,1.37031819222226,1.37031819222226,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"941","S4","S10",-0.613061531762347,0,0,1.11313543540137,1.11313543540137,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"951","S5","S10",0.689303240112893,0,0.307837546317078,0.531871672199072,0,0,0,0,1,0,0,1,0,1,"HabSubsmpl_25"
"961","S6","S10",0.0578655017224664,0,0,1.07770888108172,1.07770888108172,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"971","S7","S10",0.737179477006734,0.737179477006734,0,0.0068640387713356,0.0068640387713356,1,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"981","S8","S10",-0.333899584263421,0,0.190514321401902,1.34425318085773,1.34425318085773,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"991","S9","S10",-0.857064563006265,-0.857064563006265,0.455956600081812,1.03573700568068,1.03573700568068,0,1,0,1,0,1,0,1,1,"HabSubsmpl_25"
