"","N1","N2","correl","cooc","int","euc","euctrim","coocpos","coocneg","intpos","intneg","euctrimpos","euctrimneg","shrd_rsc_pos","shrd_rsc_neg","repl","d"
"11","S1","S2",0.062617644809729,0,0.211853420128135,0.302529382849193,0.302529382849193,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"21","S1","S3",0.457692307692308,0,-0.111876105186964,0.740329968951597,0,0,0,1,0,0,0,0,0,0,"HabSubsmpl_25"
"22","S2","S3",-0.701112318115491,-0.701112318115491,0,0.837694930439463,0.837694930439463,0,1,0,0,0,1,0,0,0,"HabSubsmpl_25"
"31","S1","S4",0.062617644809729,0,0,0.479794337057775,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"32","S2","S4",1,1,0,0.258880135079894,0.258880135079894,1,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"33","S3","S4",-0.701112318115491,-0.701112318115491,0.121079492748826,0.726068237879379,0,0,1,0,1,0,0,0,0,0,"HabSubsmpl_25"
"41","S1","S5",0.661538461538462,0,0,0.456719642194532,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"42","S2","S5",-0.155004333873264,0,0,0.536424069340097,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"43","S3","S5",0.549230769230769,0,0,0.303045598919769,0.303045598919769,0,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"44","S4","S5",-0.155004333873264,0,0,0.459918213644972,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"51","S1","S6",0.548184461175201,0,0,0.154864472587722,0.154864472587722,0,0,0,0,1,0,1,0,0,"HabSubsmpl_25"
"52","S2","S6",0.468772996195384,0,0.338390169142235,0.455806686548633,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"53","S3","S6",-0.328438103893763,0,0.381619210427103,0.707797428858087,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"54","S4","S6",0.468772996195384,0,0,0.60832660422658,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"55","S5","S6",0.0496201451925828,0,0.188469895760256,0.462653661817639,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"61","S1","S7",0.296923076923077,0,0.121921856137649,1.00128803324821,1.00128803324821,0,0,0,1,0,1,0,0,0,"HabSubsmpl_25"
"62","S2","S7",-0.632335560701526,0,0,1.0685559868542,1.0685559868542,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"63","S3","S7",0.867692307692308,0.867692307692308,0.232747809440413,0.266069977341435,0.266069977341435,1,0,0,1,1,0,1,0,0,"HabSubsmpl_25"
"64","S4","S7",-0.632335560701526,0,0.35258015156606,0.916300032290811,0.916300032290811,0,0,0,1,0,1,0,0,0,"HabSubsmpl_25"
"65","S5","S7",0.706923076923077,0.706923076923077,-0.258830950266916,0.550937117683978,0,1,0,1,0,0,0,0,0,0,"HabSubsmpl_25"
"66","S6","S7",-0.43791747185835,0,0,0.973831717452095,0.973831717452095,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"71","S1","S8",0.154615384615385,0,0.258916676332716,0.981831207084335,0.981831207084335,0,0,0,1,0,1,0,0,0,"HabSubsmpl_25"
"72","S2","S8",0.155004333873264,0,0.351733410502018,0.690553199865191,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"73","S3","S8",-0.0830769230769231,0,0,1.17585543236641,1.17585543236641,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"74","S4","S8",0.155004333873264,0,0,0.535454276060967,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"75","S5","S8",0.664615384615385,0,0,0.96474498748311,0.96474498748311,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"76","S6","S8",0.0551334946584254,0,0.141329080759409,1.12585415197401,1.12585415197401,0,0,0,1,0,1,0,0,0,"HabSubsmpl_25"
"77","S7","S8",0.250769230769231,0,0,1.29375660314709,1.29375660314709,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
