"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","d"
"S1",1,0.456923076923077,0.832307692307692,0.187930517865905,-0.339683110243379,-0.123846153846154,-0.339683110243379,0.755384615384615,0.752307692307692,-0.339683110243379,0,"HabSubsmpl_25"
"S2",0.456923076923077,1,0.831538461538462,-0.307875835470243,-0.339683110243379,0.752307692307692,-0.339683110243379,0.885384615384615,0.685384615384615,-0.339683110243379,0,"HabSubsmpl_25"
"S3",0.832307692307692,0.831538461538462,1,-0.0291365143978148,-0.339683110243379,0.346923076923077,-0.339683110243379,0.976923076923077,0.874615384615385,-0.339683110243379,0,"HabSubsmpl_25"
"S4",0.187930517865905,-0.307875835470243,-0.0291365143978148,1,-0.125089381491578,-0.576902985076733,-0.125089381491578,-0.000971217146593826,0.370033732852248,-0.125089381491578,0,"HabSubsmpl_25"
"S5",-0.339683110243379,-0.339683110243379,-0.339683110243379,-0.125089381491578,1,-0.311376184389764,1,-0.339683110243379,-0.339683110243379,1,0,"HabSubsmpl_25"
"S6",-0.123846153846154,0.752307692307692,0.346923076923077,-0.576902985076733,-0.311376184389764,1,-0.311376184389764,0.425384615384615,0.148461538461538,-0.311376184389764,0,"HabSubsmpl_25"
"S7",-0.339683110243379,-0.339683110243379,-0.339683110243379,-0.125089381491578,1,-0.311376184389764,1,-0.339683110243379,-0.339683110243379,1,0,"HabSubsmpl_25"
"S8",0.755384615384615,0.885384615384615,0.976923076923077,-0.000971217146593826,-0.339683110243379,0.425384615384615,-0.339683110243379,1,0.900769230769231,-0.339683110243379,0,"HabSubsmpl_25"
"S9",0.752307692307692,0.685384615384615,0.874615384615385,0.370033732852248,-0.339683110243379,0.148461538461538,-0.339683110243379,0.900769230769231,1,-0.339683110243379,0,"HabSubsmpl_25"
"S10",-0.339683110243379,-0.339683110243379,-0.339683110243379,-0.125089381491578,1,-0.311376184389764,1,-0.339683110243379,-0.339683110243379,1,0,"HabSubsmpl_25"
"S1.1",1,0.264690328178025,-0.339683110243379,0.972307692307692,-0.37262065676255,0.786153846153846,0.616923076923077,-0.234434252049955,0.964615384615385,-0.137281294596729,1,"HabSubsmpl_25"
"S2.1",0.264690328178025,1,-0.219377034731433,0.354907602196661,-0.316643475140537,-0.264690328178025,0.120024743408053,0.0443550690259485,0.422868632404532,0.0582623994258588,1,"HabSubsmpl_25"
"S3.1",-0.339683110243379,-0.219377034731433,1,-0.339683110243379,0.721687836487032,-0.339683110243379,0.198148480975304,0.486025176756251,-0.339683110243379,0.721687836487032,1,"HabSubsmpl_25"
"S4.1",0.972307692307692,0.354907602196661,-0.339683110243379,1,-0.392232270276368,0.698461538461539,0.575384615384615,-0.23333362175864,0.978461538461538,-0.137281294596729,1,"HabSubsmpl_25"
"S5.1",-0.37262065676255,-0.316643475140537,0.721687836487032,-0.392232270276368,1,-0.313785816221094,0.187944629507426,0.645395563256261,-0.37262065676255,0.5,1,"HabSubsmpl_25"
"S6.1",0.786153846153846,-0.264690328178025,-0.339683110243379,0.698461538461539,-0.313785816221094,1,0.513846153846154,-0.299921754383158,0.669230769230769,-0.196116135138184,1,"HabSubsmpl_25"
"S7.1",0.616923076923077,0.120024743408053,0.198148480975304,0.575384615384615,0.187944629507426,0.513846153846154,1,0.45125841943888,0.643076923076923,0.38406076464561,1,"HabSubsmpl_25"
"S8.1",-0.234434252049955,0.0443550690259485,0.486025176756251,-0.23333362175864,0.645395563256261,-0.299921754383158,0.45125841943888,1,-0.117217126024977,0.673456239919577,1,"HabSubsmpl_25"
"S9.1",0.964615384615385,0.422868632404532,-0.339683110243379,0.978461538461538,-0.37262065676255,0.669230769230769,0.643076923076923,-0.117217126024977,1,-0.098058067569092,1,"HabSubsmpl_25"
"S10.1",-0.137281294596729,0.0582623994258588,0.721687836487032,-0.137281294596729,0.5,-0.196116135138184,0.38406076464561,0.673456239919577,-0.098058067569092,1,1,"HabSubsmpl_25"
