"","repl","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1",0,3,0,0.633694844990556,0.023987414252204,1.04523501414803,0.0422637480814748,0.221651283867711,0.0924777474088587,"HabSubsmpl_25"
"2",1,3,0,0.629588226911651,0.0282331378344614,1.0430819302435,0.0418051628694519,0.238107920002353,0.0931031803954888,"HabSubsmpl_25"
