"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","8.44","0.943328546189843","0.837452634766446","0.0208594984229671","1.93474376081296","0.108929917535294","0.26357538569475","0.129530320517737","0.504412031448198","3","0","0.630890228506138","0.0482090251492506","1.04309830931684","0.0748517678373135","0.237683838762836","0.110079220881265","HabSubsmpl_25"
