"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","d"
"S1",1,-0.344837537617974,0.507545921325376,0.472499538574895,0.470678724331642,NA,-0.390785717966068,0.498918449955638,-0.243510867796579,-0.2663910835627,0,"HabSubsmpl_25"
"S2",-0.344837537617974,1,-0.735751306395768,-0.644020244351191,-0.217692307692308,NA,0.909604621141306,-0.718352409450464,0.727692307692308,0.966153846153846,0,"HabSubsmpl_25"
"S3",0.507545921325376,-0.735751306395768,1,0.875991683127306,0.668563193861318,NA,-0.863099554207553,0.927608839194986,-0.282853658941327,-0.668563193861318,0,"HabSubsmpl_25"
"S4",0.472499538574895,-0.644020244351191,0.875991683127306,1,0.851743800382931,NA,-0.700100157112731,0.923310054779618,-0.352898383295557,-0.562938558911293,0,"HabSubsmpl_25"
"S5",0.470678724331642,-0.217692307692308,0.668563193861318,0.851743800382931,1,NA,-0.309009999008413,0.738736984065971,-0.0692307692307692,-0.104615384615385,0,"HabSubsmpl_25"
"S6",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,"HabSubsmpl_25"
"S7",-0.390785717966068,0.909604621141306,-0.863099554207553,-0.700100157112731,-0.309009999008413,NA,1,-0.816001614502725,0.40620487338324,0.891017553531778,0,"HabSubsmpl_25"
"S8",0.498918449955638,-0.718352409450464,0.927608839194986,0.923310054779618,0.738736984065971,NA,-0.816001614502725,1,-0.355099289802131,-0.669429430373247,0,"HabSubsmpl_25"
"S9",-0.243510867796579,0.727692307692308,-0.282853658941327,-0.352898383295557,-0.0692307692307692,NA,0.40620487338324,-0.355099289802131,1,0.708461538461538,0,"HabSubsmpl_25"
"S10",-0.2663910835627,0.966153846153846,-0.668563193861318,-0.562938558911293,-0.104615384615385,NA,0.891017553531778,-0.669429430373247,0.708461538461538,1,0,"HabSubsmpl_25"
"S1.1",1,NA,-0.0388536264159731,-0.842226501056765,-0.13887286273432,0.120464218367849,-0.366153846153846,0.980769230769231,0.193846153846154,-0.374615384615385,1,"HabSubsmpl_25"
"S2.1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,"HabSubsmpl_25"
"S3.1",-0.0388536264159731,NA,1,-0.118128044551931,0.986918045402078,-0.847659691635292,0.92171573161061,-0.094248895761519,0.273898831764088,0.51394499892812,1,"HabSubsmpl_25"
"S4.1",-0.842226501056765,NA,-0.118128044551931,1,-0.0112318468590361,0.235180785704166,0.22381927246474,-0.800792829510524,0.187806828971279,0.573101251293799,1,"HabSubsmpl_25"
"S5.1",-0.13887286273432,NA,0.986918045402078,-0.0112318468590361,1,-0.817537843823195,0.957107153692486,-0.188113102152583,0.295441436509578,0.586266600573693,1,"HabSubsmpl_25"
"S6.1",0.120464218367849,NA,-0.847659691635292,0.235180785704166,-0.817537843823195,1,-0.773750941055028,0.194596045055756,0.168341023103789,-0.149035859903813,1,"HabSubsmpl_25"
"S7.1",-0.366153846153846,NA,0.92171573161061,0.22381927246474,0.957107153692486,-0.773750941055028,1,-0.399230769230769,0.256153846153846,0.662307692307692,1,"HabSubsmpl_25"
"S8.1",0.980769230769231,NA,-0.094248895761519,-0.800792829510524,-0.188113102152583,0.194596045055756,-0.399230769230769,1,0.263076923076923,-0.400769230769231,1,"HabSubsmpl_25"
"S9.1",0.193846153846154,NA,0.273898831764088,0.187806828971279,0.295441436509578,0.168341023103789,0.256153846153846,0.263076923076923,1,0.526923076923077,1,"HabSubsmpl_25"
"S10.1",-0.374615384615385,NA,0.51394499892812,0.573101251293799,0.586266600573693,-0.149035859903813,0.662307692307692,-0.400769230769231,0.526923076923077,1,1,"HabSubsmpl_25"
