"","repl","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","d"
"1",0,6.64,1.113552872566,0.808713393003944,0.0308892264244762,1.73555130265474,0.167718322354913,0.341249791275671,0.184479848055602,0.528610853124413,"HabSubsmpl_25"
"2",1,8.36,0.860232526704263,0.836257716811753,0.030661210796879,1.93757624351384,0.153121035984382,0.330300067426333,0.155266144502903,0.528610853124413,"HabSubsmpl_25"
