,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,repl,err,sp_nms,Ridx
0,0.0,0.6625931773572941,0.004803666678843092,0.11574194916801715,0.35661202285403104,0.0,0.5003867922664487,0.0040375026427063075,0.46071103174120676,0.3787392299477616,0,0,H1,1
1,0.0,0.20381980479170653,0.19396045240741205,0.2862465637929557,0.34448936312299455,0.0,0.0,0.17429638071876213,0.25531253916271507,0.165214245020245,0,0,H2,2
2,0.0,0.15465331335413574,0.13405416794576924,0.19053573282174308,0.23292164297539525,0.0,0.001,0.12487841187727153,0.18506871782481124,0.09514323738952227,0,0,H3,3
3,0.0,0.3943674893938001,0.17792256934802914,0.28755260668119487,0.41403936843063854,0.0,0.14023200879484382,0.1545921889730052,0.3906494775805424,0.26893784310721924,0,0,H4,4
4,0.0,0.6278708980811174,0.0,0.011881541115361648,0.25076573169790073,0.0,0.5615516109270358,0.0,0.3655508435798119,0.3542291960369526,0,0,H5,5
5,0.0,0.44978530254965604,0.0,0.047451447327571505,0.21905753384498383,0.0,0.39907948642771446,0.0,0.26743622499342073,0.25689777096146477,0,0,H6,6
6,0.0,0.5238800054539251,0.0,0.0,0.1966727268335768,0.0,0.5564814382974139,0.0,0.25182304162535285,0.3079279412518963,0,0,H7,7
7,0.0,0.28741706211750306,0.0,0.08015655621421192,0.19721628737612215,0.0,0.30307447541159077,0.002259385030539823,0.1407220985030604,0.17202183719482764,0,0,H8,8
8,0.0,0.2418512625335235,0.07583635170610281,0.22054943074677424,0.3176133408829523,0.0,0.22275552644380647,0.09707331954186091,0.14345044546157043,0.17764310912532602,0,0,H9,9
9,0.0,0.460146753558943,0.0,0.0,0.14830286788985203,0.0,0.4566868029564746,0.0,0.2584983772602769,0.2796880644862588,0,0,H10,10
10,0.0,0.5608851755711579,0.0,0.0,0.16474165999505797,0.0,0.33720942628017037,0.0,0.4615239030814903,0.32011143795214786,0,0,H11,11
11,0.0,0.6612957960991835,0.0,0.020331227098250866,0.2899518644228647,0.0,0.714735263608383,0.0,0.2970456476238504,0.38053563529511963,0,0,H12,12
12,0.0,0.21112400161415504,0.1844178570803172,0.40003747708355486,0.48587587836508633,0.0,0.1710280483224258,0.21092491561703455,0.14598907322682395,0.20006456249764343,0,0,H13,13
13,0.0,0.5920140237434413,0.0,0.03126333862060466,0.25002834621290265,0.0,0.4780388954267818,0.0,0.382978473695985,0.3325977990818201,0,0,H14,14
14,0.0,0.6750721449996842,0.0,0.0,0.24547418284072683,0.0,0.6043560852581477,0.0,0.399518177207112,0.38595557191825325,0,0,H15,15
15,0.0,0.3826725239365301,0.005971656218954559,0.04694422592265942,0.18032524824620655,0.0,0.2502196636867567,0.0,0.2926145162857997,0.214141895541827,0,0,H16,16
16,0.13723657094915018,0.24126946112886619,0.495325017109796,0.726834091244777,0.8303171773498789,0.0,0.0,0.5855198995870597,0.23975855986575764,0.18597388007975899,0,0,H17,17
17,0.0,0.6547283023822578,0.0,0.11278997979042432,0.385334447658635,0.0,0.7376039100211625,0.0,0.2810655901370583,0.38686425739793623,0,0,H18,18
18,0.0,0.39826587455330986,0.0,0.0025277960479033607,0.15826981787374042,0.0,0.39474590680462907,0.0,0.20463993158754568,0.2270780702760875,0,0,H19,19
19,0.0,0.1442380436087381,0.17371048474118084,0.26999094756313285,0.31127675097426927,0.0,0.0,0.1711196314141601,0.1749416525622518,0.1084356640420931,0,0,H20,20
20,0.0,0.2952368525557314,0.26743758157890335,0.38458884271482496,0.46586653079870205,0.0,0.0,0.24983959993838498,0.35608139947696743,0.18949005731629684,0,0,H21,21
21,0.0,0.46472299423914737,0.06454728590973142,0.09588250656530244,0.2458323530111985,0.0,0.20901469913117773,0.03166650859340496,0.4245021814350687,0.2646895316351555,0,0,H22,22
22,0.0,0.539135511795359,0.0,0.0,0.18176471024715377,0.0,0.48407015537549214,0.0,0.3284723681884817,0.3163528420236556,0,0,H23,23
23,0.0013340088723007672,0.15840055669725922,0.29747174242019886,0.5015366978806998,0.5527148382413115,0.0,0.0,0.3019952548019361,0.20258379096650425,0.18647702724638593,0,0,H24,24
24,0.0,0.6191228114301387,0.0,0.13734438374249644,0.3809402235223044,0.0,0.5954719941795674,0.0010384374145019292,0.3416115881829901,0.36315297094679305,0,0,H25,25
0,0.36885938242702343,0.0,0.38929437402890804,0.0,0.5244801624503248,0.046037338139010876,0.3379582746365183,0.38984813655311146,0.18758313989167322,0.08599084532069934,1,0,H1,1
1,0.3105842641433499,0.0,0.2552361235560072,0.0,0.34723102274519985,0.08398855721881435,0.20815203821150077,0.3280708006358253,0.14893843011080965,0.06541882135836859,1,0,H2,2
2,0.26368423854981704,0.0,0.0,0.0600091634038697,0.001,0.29515697670689905,0.0,0.2884893275611932,0.13215691299977794,0.057839198799026686,1,0,H3,3
3,0.059658968435803476,0.0,0.4851952211276526,0.19804485077044448,0.6876336371246106,0.0,0.5333583469264936,0.07520942932630603,0.13594196394142466,0.11344590531939179,1,0,H4,4
4,0.04572213821421284,0.0,0.21022629515372093,0.25338313221703224,0.3331445381620111,0.15082347991138126,0.2816526578707088,0.08736408918657396,0.14313054142011625,0.08683022213204276,1,0,H5,5
5,0.07982938112732728,0.0,0.0,0.30007026785708035,0.001,0.3725871988638338,0.06675464743575166,0.10974354784898636,0.15127405450533477,0.11236424097829971,1,0,H6,6
6,0.2530733805086129,0.0,0.12441557742073911,0.08237474472133248,0.2032325864170641,0.23042320485700796,0.1179571672079123,0.27866723475345273,0.15131506310131312,0.08099630817362938,1,0,H7,7
7,0.1960308732835578,0.0,0.163038556682114,0.13199968376864418,0.2588123972909206,0.20086454047773342,0.1791349680373136,0.22650139762812985,0.15173307883281167,0.08423023005294795,1,0,H8,8
8,0.20645021684551457,0.0,0.3708445112692819,0.08476775707739195,0.5150193283225131,0.02227932628481987,0.3776776450236422,0.2311295733507153,0.1597529675036312,0.08820755407551797,1,0,H9,9
9,0.41471133333126325,0.0,0.2710939444105051,0.01228950239684966,0.38963514836035024,0.20787852304288706,0.2265648599279931,0.4384531778178336,0.205725734174287,0.10513532817229364,1,0,H10,10
10,0.0160618158860444,0.0,0.38249088440225565,0.3462859968077258,0.5728164386494475,0.09852887088537851,0.48894674646177166,0.07001661374936831,0.18627613824152867,0.11565140476259272,1,0,H11,11
11,0.350445669898931,0.0,0.3043460658310262,0.0,0.4090897902994175,0.0730640581595313,0.24675232692027782,0.3706040618829866,0.1670452000352832,0.06921163024013643,1,0,H12,12
12,0.07752561224067449,0.0,0.1421193008055857,0.22867917827377562,0.24318713829429264,0.20195798406620208,0.20057395379535456,0.11670020186024092,0.1390133792149757,0.08271874460145931,1,0,H13,13
13,0.28458703063770047,0.0,0.41485032681541045,0.0,0.5589906942670191,0.0,0.3718625254406938,0.2909060957086155,0.1464895517353601,0.08474428089911962,1,0,H14,14
14,0.08237681578090644,0.0,0.23120259598612522,0.14768932868801019,0.3387885488847553,0.06528271143025025,0.2684199877284614,0.10990186641030236,0.1183520849341171,0.06920113992608136,1,0,H15,15
15,0.28835126788413673,0.0,0.11101696553582335,0.0,0.1411830031360195,0.1063058422747572,0.03734497949960301,0.30594329460172964,0.10939177085827055,0.02167951762429928,1,0,H16,16
16,0.0797545384379344,0.0,0.3352835951904498,0.20448340188875846,0.4851972439182766,0.0484919620605031,0.3917048758150966,0.11620476908629618,0.15129146940833046,0.08976618609318399,1,0,H17,17
17,0.06930843153381773,0.0,0.24725119646135324,0.16456334366300188,0.36203830717679064,0.05908489543455563,0.2913882205095605,0.09881396071749741,0.12143045724262336,0.07180026918075491,1,0,H18,18
