"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","d"
"1",0,0,0,0,0.781538461538462,0,0,0.958461538461538,0,0.742307692307692,0,"HabSubsmpl_25"
"2",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"3",0,0,0,0,0.781538461538462,0,0,0,0.888461538461539,0.803846153846154,0,"HabSubsmpl_25"
"4",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"5",0.781538461538462,0,0.781538461538462,0,0,0,0,0.858461538461538,0,0.873076923076923,0,"HabSubsmpl_25"
"6",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"7",0,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"8",0.958461538461538,0,0,0,0.858461538461538,0,0,0,0,0.868461538461539,0,"HabSubsmpl_25"
"9",0,0,0.888461538461539,0,0,0,0,0,0,0.717692307692308,0,"HabSubsmpl_25"
"10",0.742307692307692,0,0.803846153846154,0,0.873076923076923,0,0,0.868461538461539,0.717692307692308,0,0,"HabSubsmpl_25"
"11",0,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"12",0,0,-0.832652827532023,-0.765935931583187,-0.856425470392704,0.758634624477148,0,0,0,0.755504082698012,1,"HabSubsmpl_25"
"13",0,-0.832652827532023,0,0.984603832937156,0.986867157034438,-0.743771940059655,0,0.973805855161787,0,-0.746853867988079,1,"HabSubsmpl_25"
"14",0,-0.765935931583187,0.984603832937156,0,0.969891399166782,-0.731907881136669,0,0.992302064625484,0,-0.734987437438787,1,"HabSubsmpl_25"
"15",0,-0.856425470392704,0.986867157034438,0.969891399166782,0,-0.741952685708812,0,0.950545499727767,0,0,1,"HabSubsmpl_25"
"16",0,0.758634624477148,-0.743771940059655,-0.731907881136669,-0.741952685708812,0,0,-0.712952660775415,0,0.998630136986301,1,"HabSubsmpl_25"
"17",0,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"18",0,0,0.973805855161787,0.992302064625484,0.950545499727767,-0.712952660775415,0,0,0,-0.716034588703839,1,"HabSubsmpl_25"
"19",0,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"20",0,0.755504082698012,-0.746853867988079,-0.734987437438787,0,0.998630136986301,0,-0.716034588703839,0,0,1,"HabSubsmpl_25"
