"","N1","N2","correl","cooc","int","euc","euctrim","coocpos","coocneg","intpos","intneg","euctrimpos","euctrimneg","shrd_rsc_pos","shrd_rsc_neg","repl","d"
"881","S8","S9",0.296381920000629,0,0,0.803397972771823,0.803397972771823,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"911","S1","S10",-0.570816697849696,0,0,0.962428997590175,0.962428997590175,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"921","S2","S10",0.755504082698012,0.755504082698012,0.462643528318914,0.220402782433567,0.220402782433567,1,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"931","S3","S10",-0.746853867988079,-0.746853867988079,0.369329309629072,0.760180546261733,0,0,1,0,1,0,0,0,0,1,"HabSubsmpl_25"
"941","S4","S10",-0.734987437438787,-0.734987437438787,0.466863960676782,0.375062109163794,0.375062109163794,0,1,0,1,1,0,0,0,1,"HabSubsmpl_25"
"951","S5","S10",-0.741952685708812,0,0.367416374272355,0.541078440372028,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"961","S6","S10",0.998630136986301,0.998630136986301,-0.128928949027244,0.154053371140959,0.154053371140959,1,0,1,0,1,0,1,0,1,"HabSubsmpl_25"
"971","S7","S10",0.502994196012578,0,0.223389377779759,0.853353789653424,0.853353789653424,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"981","S8","S10",-0.716034588703839,-0.716034588703839,0.340122232655258,0.549034991019138,0,0,1,0,1,0,0,0,0,1,"HabSubsmpl_25"
"991","S9","S10",-0.142686108664792,0,-0.113920173955253,0.652543311855717,0,0,0,1,0,0,0,0,0,1,"HabSubsmpl_25"
