"","repl","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1",0,3,0,0.634147916321335,0.0372788225369227,1.0488499303154,0.0559141475722345,0.197549070653686,0.0820269595869704,"HabSubsmpl_25"
"2",1,3,0,0.618579006526079,0.0499967837798101,1.02787639785839,0.0704108995693615,0.257928164374389,0.106206860686992,"HabSubsmpl_25"
