"","N1","N2","correl","cooc","int","euc","euctrim","coocpos","coocneg","intpos","intneg","euctrimpos","euctrimneg","shrd_rsc_pos","shrd_rsc_neg","repl","d"
"92","S2","S10",0.428461538461538,0,0,0.89252180908897,0.89252180908897,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"93","S3","S10",0.926153846153846,0.926153846153846,0,0.317887989811201,0.317887989811201,1,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"94","S4","S10",0.990769230769231,0.990769230769231,0,0.0809095326037435,0.0809095326037435,1,0,0,0,1,0,1,0,0,"HabSubsmpl_25"
"95","S5","S10",0.482307692307692,0,0,0.818895545884422,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"96","S6","S10",0.793076923076923,0,0,0.478576612108341,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"97","S7","S10",0.230769230769231,0,0,0.935124824804971,0.935124824804971,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"98","S8","S10",0.256153846153846,0,0,0.9036694242556,0.9036694242556,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"99","S9","S10",0.246923076923077,0,0,0.94214007835101,0.94214007835101,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"111","S1","S2",0.553076923076923,0,0,0.813076340158759,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"211","S1","S3",0.0907692307692308,0,0,1.10001944412219,1.10001944412219,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"221","S2","S3",0.506153846153846,0,0,0.744669893681059,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"311","S1","S4",0.953076923076923,0.953076923076923,0,0.326750442747194,0.326750442747194,1,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"321","S2","S4",0.757692307692308,0,0,0.48657993600369,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"331","S3","S4",0.205384615384615,0,0,0.89598751247551,0.89598751247551,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"411","S1","S5",0.693846153846154,0,0,0.772662410274442,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"421","S2","S5",0.738461538461539,0,0,0.362483372008993,0.362483372008993,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"431","S3","S5",-0.0669230769230769,0,0,1.09288907476801,1.09288907476801,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"441","S4","S5",0.806923076923077,0,0,0.494347610776603,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"511","S1","S6",0.926923076923077,0.926923076923077,0,0.378918381204288,0.378918381204288,1,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"521","S2","S6",0.797692307692308,0,0,0.435037254524663,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"531","S3","S6",0.233076923076923,0,0,0.876872144386522,0.876872144386522,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"541","S4","S6",0.994615384615385,0.994615384615385,0,0.0526085354034942,0.0526085354034942,1,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"551","S5","S6",0.835384615384615,0,0,0.450837449325874,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"611","S1","S7",0.722307692307692,0,0,0.736893372739235,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"621","S2","S7",0.743846153846154,0,0,0.35154833333844,0.35154833333844,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"631","S3","S7",-0.0607692307692308,0,0,1.07311905618208,1.07311905618208,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"641","S4","S7",0.827692307692308,0,0,0.457605518316539,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"651","S5","S7",0.996923076923077,0.996923076923077,0,0.0367872738732005,0.0367872738732005,1,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"661","S6","S7",0.853076923076923,0,0,0.414293689833262,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"711","S1","S8",0.465384615384615,0,0,1.15427629915309,1.15427629915309,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"721","S2","S8",0.643846153846154,0,0,0.584970695007703,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"731","S3","S8",-0.23,0,0,1.30978435701249,1.30978435701249,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"741","S4","S8",0.61,0,0,0.874585856001724,0.874585856001724,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"751","S5","S8",0.945384615384615,0.945384615384615,0,0.383214108343792,0,1,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"761","S6","S8",0.650769230769231,0,0,0.828638274814811,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"771","S7","S8",0.933076923076923,0.933076923076923,0,0.419766298204096,0,1,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"811","S1","S9",0.979230769230769,0.979230769230769,0,0.093346960270245,0.093346960270245,1,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"821","S2","S9",0.524615384615385,0,0,0.821611847237207,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"831","S3","S9",-0.0323076923076923,0,0,1.1674393243385,1.1674393243385,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"841","S4","S9",0.938461538461539,0.938461538461539,0,0.340183362982952,0.340183362982952,1,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"851","S5","S9",0.77,0,0,0.739175046959296,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"861","S6","S9",0.914615384615385,0.914615384615385,0,0.388858830231786,0,1,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"871","S7","S9",0.795384615384615,0,0,0.704672620312133,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"881","S8","S9",0.573846153846154,0,0,1.11588707750761,1.11588707750761,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"911","S1","S10",0.855384615384616,0,0,0.519865602839093,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"921","S2","S10",0.828461538461538,0,0,0.335190149107075,0.335190149107075,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"931","S3","S10",0.147692307692308,0,0,0.925563486201207,0.925563486201207,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"941","S4","S10",0.948461538461538,0.948461538461538,0,0.213259820333437,0.213259820333437,1,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"951","S5","S10",0.933846153846154,0.933846153846154,0,0.284997124419718,0.284997124419718,1,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"961","S6","S10",0.963076923076923,0.963076923076923,0,0.166646940439002,0.166646940439002,1,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"971","S7","S10",0.945384615384615,0.945384615384615,0,0.248722445868323,0.248722445868323,1,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"981","S8","S10",0.795384615384615,0,0,0.662066612892886,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"991","S9","S10",0.878461538461539,0,0,0.508111307181111,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
