"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","9.98","0.1","0.895927830626535","0.00484699841069317","2.28203982559714","0.0242492800892254","0.170794297474682","0.0809158260946782","0.544188915389351","3","0","0.626363461423707","0.0436378031583664","1.0383631640869","0.063162523570798","0.227738617514038","0.0941169101369812","HabSubsmpl_25"
