"","N1","N2","correl","cooc","int","euc","euctrim","coocpos","coocneg","intpos","intneg","euctrimpos","euctrimneg","shrd_rsc_pos","shrd_rsc_neg","repl","d"
"11","S1","S2",0,0,0,0.311913097185885,0.311913097185885,0,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"21","S1","S3",0,0,0.179646925579007,0.8986863517745,0.8986863517745,0,0,0,1,0,1,0,0,0,"HabSubsmpl_25"
"22","S2","S3",0.192059985834353,0,0,0.689398885406475,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"31","S1","S4",0,0,0.426526417921734,0.154423005569279,0.154423005569279,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"32","S2","S4",0.246541185254412,0,0.209244429111465,0.252209949016028,0.252209949016028,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"33","S3","S4",0.473076923076923,0,0,0.920582767462747,0.920582767462747,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"41","S1","S5",0,0,0.301845006017135,0.42000682726697,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"42","S2","S5",-0.21546920811664,0,-0.394812438057259,0.708114085856485,0,0,0,1,0,0,0,0,0,0,"HabSubsmpl_25"
"43","S3","S5",-0.196371290160806,0,0,1.11672946874843,1.11672946874843,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"44","S4","S5",-0.213237535941489,0,0.38301832070438,0.564831502346014,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"51","S1","S6",0,0,0.241452261196791,0.566838714748728,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"52","S2","S6",0.416588565262478,0,0.101020111236115,0.29262486803179,0.29262486803179,0,0,0,1,1,0,0,0,0,"HabSubsmpl_25"
"53","S3","S6",0.663846153846154,0,0,0.416382582780754,0,0,0,0,0,0,0,1,0,0,"HabSubsmpl_25"
"54","S4","S6",0.909230769230769,0.909230769230769,-0.494855563402022,0.542207403320938,0,1,0,1,0,0,0,1,0,0,"HabSubsmpl_25"
"55","S5","S6",-0.437317658456273,0,0,0.898960960100829,0.898960960100829,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"61","S1","S7",0,0,0,0.457004534516932,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
