"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","d"
"S1",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"HabSubsmpl_25"
"S2",NA,1,0.192059985834353,0.246541185254412,-0.21546920811664,0.416588565262478,-0.457311886041109,0.0627359266049175,0.0404461618046444,-0.530503800413513,0,"HabSubsmpl_25"
"S3",NA,0.192059985834353,1,0.473076923076923,-0.196371290160806,0.663846153846154,0.216923076923077,0.921538461538462,-0.47900422152056,0.151538461538462,0,"HabSubsmpl_25"
"S4",NA,0.246541185254412,0.473076923076923,1,-0.213237535941489,0.909230769230769,0.546923076923077,0.629230769230769,0.494106213953302,0.467692307692308,0,"HabSubsmpl_25"
"S5",NA,-0.21546920811664,-0.196371290160806,-0.213237535941489,1,-0.437317658456273,0.345758038503996,-0.0554176647079575,-0.0994597196389916,0.359010088760246,0,"HabSubsmpl_25"
"S6",NA,0.416588565262478,0.663846153846154,0.909230769230769,-0.437317658456273,1,0.286153846153846,0.688461538461538,0.258670024232606,0.203846153846154,0,"HabSubsmpl_25"
"S7",NA,-0.457311886041109,0.216923076923077,0.546923076923077,0.345758038503996,0.286153846153846,1,0.540769230769231,0.30203984865484,0.982307692307692,0,"HabSubsmpl_25"
"S8",NA,0.0627359266049175,0.921538461538462,0.629230769230769,-0.0554176647079575,0.688461538461538,0.540769230769231,1,-0.283065550470113,0.483076923076923,0,"HabSubsmpl_25"
"S9",NA,0.0404461618046444,-0.47900422152056,0.494106213953302,-0.0994597196389916,0.258670024232606,0.30203984865484,-0.283065550470113,1,0.29158462312448,0,"HabSubsmpl_25"
"S10",NA,-0.530503800413513,0.151538461538462,0.467692307692308,0.359010088760246,0.203846153846154,0.982307692307692,0.483076923076923,0.29158462312448,1,0,"HabSubsmpl_25"
"S1.1",1,0.703981547932978,0.614653136734148,NA,-0.422388928759787,-0.602038864762356,-0.683206133080679,-0.630218289291126,0.577529819161216,0.984609465178915,1,"HabSubsmpl_25"
"S2.1",0.703981547932978,1,0.609500925362459,NA,-0.00692307692307692,0.0261538461538462,-0.235048959145497,-0.268578881121758,0.169648012370734,0.690132730596592,1,"HabSubsmpl_25"
"S3.1",0.614653136734148,0.609500925362459,1,NA,-0.674942892571008,-0.502238056032471,-0.712280701754386,-0.841744852093499,-0.152598195257249,0.551522411285083,1,"HabSubsmpl_25"
"S4.1",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,"HabSubsmpl_25"
"S5.1",-0.422388928759787,-0.00692307692307692,-0.674942892571008,NA,1,0.836923076923077,0.922770460698056,0.901038826989123,0.136180037141133,-0.34391229718693,1,"HabSubsmpl_25"
"S6.1",-0.602038864762356,0.0261538461538462,-0.502238056032471,NA,0.836923076923077,1,0.889855861806182,0.862445380728226,-0.313521836920971,-0.575110608830493,1,"HabSubsmpl_25"
"S7.1",-0.683206133080679,-0.235048959145497,-0.712280701754386,NA,0.922770460698056,0.889855861806182,1,0.932540693416821,-0.107089850224948,-0.618526187375195,1,"HabSubsmpl_25"
"S8.1",-0.630218289291126,-0.268578881121758,-0.841744852093499,NA,0.901038826989123,0.862445380728226,0.932540693416821,1,-0.0307231416029424,-0.574286416116538,1,"HabSubsmpl_25"
"S9.1",0.577529819161216,0.169648012370734,-0.152598195257249,NA,0.136180037141133,-0.313521836920971,-0.107089850224948,-0.0307231416029424,1,0.661792997306656,1,"HabSubsmpl_25"
"S10.1",0.984609465178915,0.690132730596592,0.551522411285083,NA,-0.34391229718693,-0.575110608830493,-0.618526187375195,-0.574286416116538,0.661792997306656,1,1,"HabSubsmpl_25"
