"","repl","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1",0,3,0,0.629611273165454,0.029448670652892,1.04306692939052,0.0438877498731574,0.241947938533018,0.0954439897884045,"HabSubsmpl_25"
"2",1,3,0,0.626336836808722,0.0435230228229473,1.03752266136582,0.0641232298143258,0.256265035720914,0.103569923213686,"HabSubsmpl_25"
