"","totp","eucp","intp","shrp","eucshrp","eucintp","shrintp","eucshrintp","unxp","eucp_cor","shrp_cor","intp_cor","eucshrp_cor","eucintp_cor","shrintp_cor","mneuc_p","mnint_p","mneuc_nonintp","mneuc_noneucp","mneuc_nonshrp","mneuc_noneucshrp","mnint_nonintp","mnint_noneucp","mnint_nonshrp","mnint_intp","mnint_eucp","mnint_shrp","mnint_eucshrp","mnint_eucintp","mnint_shrintp","mneuc_intp","mneuc_eucp","mneuc_shrp","mneuc_eucshrp","mneuc_eucintp","mneuc_shrintp","mnint_noneucintp","mneuc_noneucintp","mnint_onlyintp_spsort","mnint_onlyeucp_spsort","mnint_onlyshrp_rscasm","mnint_onlyeucp_rscasm","mneuc_onlyintp_spsort","mneuc_onlyeucp_spsort","mneuc_onlyshrp_rscasm","mneuc_onlyeucp_rscasm","mnint_noneucshrp","totn","eucn","intn","shrn","eucshrn","eucintn","shrintn","eucshrintn","unxn","eucn_cor","shrn_cor","intn_cor","eucshrn_cor","eucintn_cor","shrintn_cor","mneuc_n","mnint_n","mneuc_nonintn","mneuc_noneucn","mneuc_nonshrn","mneuc_noneucshrn","mnint_nonintn","mnint_noneucn","mnint_nonshrn","mnint_intn","mnint_eucn","mnint_shrn","mnint_eucshrn","mnint_eucintn","mnint_shrintn","mneuc_intn","mneuc_eucn","mneuc_shrn","mneuc_eucshrn","mneuc_eucintn","mneuc_shrintn","mnint_noneucintn","mneuc_noneucintn","mnint_onlyintn_spsort","mnint_onlyeucn_spsort","mnint_onlyshrn_rscasm","mnint_onlyeucn_rscasm","mneuc_onlyintn_spsort","mneuc_onlyeucn_spsort","mneuc_onlyshrn_rscasm","mneuc_onlyeucn_rscasm","mnint_noneucshrn","NA"
"1",5.5,0.416666666666667,0.458333333333333,0.875,0.354166666666667,0.0625,0.458333333333333,0.0625,0.0625,0.0625,0.125,0,0.291666666666667,0,0.395833333333333,0.422660791455007,-0.138007655934948,0.230188215369236,0.136009228783102,0.434939962942399,"0.539035043174183","0.164505151812874","-0.268504877277118","0","-0.432078220941004","0.115183137054704","-0.143309823571521","0.112482185983027","-0.319382937112557","-0.432078220941004","0.502203488343525","0.136009228783102","0.402561809011457","0.104092243003386","0.019102391322426","0.502203488343525","0.0800232757084511","0.475978722140229","-0.459670248653019","0.165712675501787","-0.276408261478588","0","0.629793017437621","0.156049324901418","0.601456368745769","0.330844882710616","0","1","1","0.5","0","0","0.5","0","0","0","0.5","0","0","0","0.5","0","0.930864120068523","0.193146494716575","0.894708570843205","NaN","0.930864120068523","NaN","0","NaN","0.193146494716575","0.386292989433149","0.193146494716575","NaN","NaN","0.386292989433149","NaN","0.967019669293841","0.930864120068523","NaN","NaN","0.967019669293841","NaN","NaN","NaN","NaN","0","NaN","0.193146494716575","NaN","0.894708570843205","NaN","0.930864120068523","NaN","HabSubsmpl_25"
