"","repl","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1",0,3,0,0.613668037531262,0.0627564297943861,1.01770138772322,0.093170201363915,0.259249321884684,0.115773983840902,"HabSubsmpl_25"
"2",1,3,0,0.629227313769921,0.0260786305684149,1.04090599496917,0.0417518807019982,0.218829208337856,0.087982131615078,"HabSubsmpl_25"
