"","N1","N2","correl","cooc","int","euc","euctrim","coocpos","coocneg","intpos","intneg","euctrimpos","euctrimneg","shrd_rsc_pos","shrd_rsc_neg","repl","d"
"54","S4","S6",0,0,0.497843573794585,0.609869273522099,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"55","S5","S6",-0.0876923076923077,0,0,0.875499139308283,0.875499139308283,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"61","S1","S7",0.225171562986325,0,0,0.58966155476033,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"62","S2","S7",0.88881651653855,0.88881651653855,-0.244070812485853,0.157770516150178,0.157770516150178,1,0,1,0,1,0,1,0,0,"HabSubsmpl_25"
"63","S3","S7",0.492893008695032,0,-0.167833210150831,0.298936301653059,0,0,0,1,0,0,0,0,0,0,"HabSubsmpl_25"
"64","S4","S7",0,0,0,0.486336719320121,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"65","S5","S7",-0.798622177318583,-0.798622177318583,0.431883642365368,0.752783071452752,0.752783071452752,0,1,0,1,0,1,0,1,0,"HabSubsmpl_25"
"66","S6","S7",0.471297180994477,0,0,0.123539989085452,0.123539989085452,0,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"71","S1","S8",-0.224049245598418,0,0,0.25425000115039,0.25425000115039,0,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"72","S2","S8",-0.84402173510294,-0.84402173510294,0.30201354283435,0.386903776308026,0,0,1,0,1,0,0,0,1,0,"HabSubsmpl_25"
"73","S3","S8",-0.315060263423604,0,0.3110780149881,0.401612826881927,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"74","S4","S8",0,0,0.205472225603126,0.306352619370574,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"75","S5","S8",0.949814029438807,0.949814029438807,0,0.542012054832064,0,1,0,0,0,0,0,1,0,0,"HabSubsmpl_25"
"76","S6","S8",-0.322010122175596,0,0,0.53068752557948,0,0,0,0,0,0,0,0,0,0,"HabSubsmpl_25"
"77","S7","S8",-0.891404719737234,-0.891404719737234,0.331524306916954,0.427633785344402,0,0,1,0,1,0,0,0,1,0,"HabSubsmpl_25"
"81","S1","S9",-0.355065997279528,0,0.346450528834059,0.883141789582104,0.883141789582104,0,0,0,1,0,1,0,0,0,"HabSubsmpl_25"
"82","S2","S9",-0.767455294058083,-0.767455294058083,0,0.887209770339759,0.887209770339759,0,1,0,0,0,1,0,1,0,"HabSubsmpl_25"
"83","S3","S9",-0.335449131036916,0,0,0.980092791861942,0.980092791861942,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"84","S4","S9",0,0,0.373974203650033,0.359571512956141,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"85","S5","S9",0.939026753281093,0.939026753281093,0,0.141850733017978,0.141850733017978,1,0,0,0,1,0,1,0,0,"HabSubsmpl_25"
"86","S6","S9",-0.272744763652722,0,0,0.91795144912509,0.91795144912509,0,0,0,0,0,1,0,0,0,"HabSubsmpl_25"
"87","S7","S9",-0.871199271689771,-0.871199271689771,0.341927471065926,0.799130895559404,0.799130895559404,0,1,0,1,0,1,0,1,0,"HabSubsmpl_25"
"88","S8","S9",0.965443840131312,0.965443840131312,-0.338359122092227,0.654217529482368,0,1,0,1,0,0,0,1,0,0,"HabSubsmpl_25"
"91","S1","S10",-0.254711318698624,0,0.487455206856277,0.355920097604905,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"92","S2","S10",-0.831690644312682,-0.831690644312682,0,0.546358474475867,0,0,1,0,0,0,0,0,1,0,"HabSubsmpl_25"
"93","S3","S10",-0.523068184633908,0,0.199798043011614,0.573677104410803,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"94","S4","S10",0,0,0,0.235754530902974,0.235754530902974,0,0,0,0,1,0,0,0,0,"HabSubsmpl_25"
"95","S5","S10",0.772167686435402,0.772167686435402,0.310467685693324,0.4015329257276,0,1,0,0,1,0,0,1,0,0,"HabSubsmpl_25"
"96","S6","S10",-0.534891237910902,0,0.261093643539719,0.671349831360806,0,0,0,0,1,0,0,0,0,0,"HabSubsmpl_25"
"97","S7","S10",-0.802325739185962,-0.802325739185962,0.275056605502767,0.556801000402902,0,0,1,0,1,0,0,0,1,0,"HabSubsmpl_25"
"98","S8","S10",0.863966101790679,0.863966101790679,0,0.172905466270074,0.172905466270074,1,0,0,0,1,0,1,0,0,"HabSubsmpl_25"
"99","S9","S10",0.878744171444181,0.878744171444181,0,0.52944349571107,0,1,0,0,0,0,0,1,0,0,"HabSubsmpl_25"
"111","S1","S2",0,0,0,0.645822686362581,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"211","S1","S3",0,0,0.327276992326145,0.373955350248519,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"221","S2","S3",-0.253846153846154,0,0,0.27539706829519,0.27539706829519,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"311","S1","S4",0,0,0.493325396538132,0.445161960972817,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"321","S2","S4",0.298530388115189,0,0.140616755955436,0.256541476470367,0.256541476470367,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"331","S3","S4",-0.448914511663469,0,0.428960975326348,0.111211051282533,0.111211051282533,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"411","S1","S5",0,0,0,0.0363206546176129,0.0363206546176129,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"421","S2","S5",-0.902075229346254,-0.902075229346254,0.328254660057891,0.642398928243734,0,0,1,0,1,0,0,0,0,1,"HabSubsmpl_25"
"431","S3","S5",0.569240575759878,0,0,0.368033263861386,0,0,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"441","S4","S5",-0.284604313227053,0,0,0.431571013897246,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"511","S1","S6",0,0,0.305973341819814,0.120212909743834,0.120212909743834,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"521","S2","S6",-0.315384615384615,0,0,0.761404969242214,0.761404969242214,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"531","S3","S6",0.99,0.99,-0.331376851133288,0.492097930215424,0,1,0,1,0,0,0,1,0,1,"HabSubsmpl_25"
"541","S4","S6",-0.505756129790349,0,0,0.565374197138976,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"551","S5","S6",0.601124269210909,0,0.399568145922222,0.139191733459737,0.139191733459737,0,0,0,1,1,0,1,0,1,"HabSubsmpl_25"
"611","S1","S7",0,0,0,0.459517032094578,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"621","S2","S7",-0.751061124405206,-0.751061124405206,0.499346249982741,1.10450132713809,1.10450132713809,0,1,0,1,0,1,0,0,1,"HabSubsmpl_25"
"631","S3","S7",0.79923077066003,0.79923077066003,-0.149737841965874,0.833461166632803,0.833461166632803,1,0,1,0,0,1,1,0,1,"HabSubsmpl_25"
"641","S4","S7",-0.433636647015092,0,0,0.899203292718995,0.899203292718995,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"651","S5","S7",0.905373311351942,0.905373311351942,0,0.46813978198123,0,1,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"661","S6","S7",0.829288629923039,0.829288629923039,0,0.343345953561376,0,1,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"711","S1","S8",0,0,0.105510658649214,0.92469263160574,0.92469263160574,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"721","S2","S8",0.392742580321612,0,0,0.787144789786847,0.787144789786847,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"731","S3","S8",-0.587909138640941,0,0,0.752867293595718,0.752867293595718,0,0,0,0,0,1,0,0,1,"HabSubsmpl_25"
"741","S4","S8",0.741621173786729,0.741621173786729,0,0.648194033901264,0,1,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"751","S5","S8",-0.445758460601231,0,0.175538875882149,0.892219251509419,0.892219251509419,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"761","S6","S8",-0.603570652580146,0,0.353334079945262,1.02029348305629,1.02029348305629,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"771","S7","S8",-0.597492392323075,0,0.492815719722858,1.25907092998117,1.25907092998117,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"811","S1","S9",0,0,0,0.039294203425236,0.039294203425236,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"821","S2","S9",-0.362307692307692,0,0,0.670876100565911,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"831","S3","S9",0.982307692307692,0.982307692307692,-0.13457546403395,0.401972689049003,0,1,0,1,0,0,0,1,0,1,"HabSubsmpl_25"
"841","S4","S9",-0.507098845179173,0,0.150365991314538,0.478036883564294,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"851","S5","S9",0.633785613721722,0,0,0.0728219872698856,0.0728219872698856,0,0,0,0,1,0,1,0,1,"HabSubsmpl_25"
"861","S6","S9",0.992307692307692,0.992307692307692,-0.114994835849498,0.0905324905699862,0.0905324905699862,1,0,1,0,1,0,1,0,1,"HabSubsmpl_25"
"871","S7","S9",0.847785774084892,0.847785774084892,0,0.433772732665652,0,1,0,0,0,0,0,1,0,1,"HabSubsmpl_25"
"881","S8","S9",-0.637303144141511,0,0.486717408361027,0.963833780499577,0.963833780499577,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"911","S1","S10",0,0,0,0.0444756964200067,0.0444756964200067,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"921","S2","S10",0,0,0,0.651061648107537,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"931","S3","S10",0,0,0,0.38413513606277,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"941","S4","S10",0,0,0.289724261576973,0.463627979605555,0,0,0,0,1,0,0,0,0,1,"HabSubsmpl_25"
"951","S5","S10",0,0,0,0.0807815312473206,0.0807815312473206,0,0,0,0,1,0,0,0,1,"HabSubsmpl_25"
"961","S6","S10",0,0,0.46053708610031,0.111329340863583,0.111329340863583,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
"971","S7","S10",0,0,0,0.454425014740899,0,0,0,0,0,0,0,0,0,1,"HabSubsmpl_25"
"981","S8","S10",0,0,0.237895176584253,0.964080352911388,0.964080352911388,0,0,0,1,0,1,0,0,1,"HabSubsmpl_25"
"991","S9","S10",0,0,0.397788618972093,0.0246280672955433,0.0246280672955433,0,0,0,1,1,0,0,0,1,"HabSubsmpl_25"
