"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","5.76","0.488047614284762","0.775803121830648","0.00888938376899707","1.58848783415261","0.0398813341865495","0.144210988826001","0.0909829691920491","0.464130707211312","3","0","0.626976648044573","0.0395837780995555","1.03812195497359","0.0615308258799915","0.228715772181025","0.100430679609726","HabSubsmpl_25"
