"","S1","S2","S3","S4","S5","S6","S7","S8","S9","S10","repl","err","sp_nms","Ridx","d"
"2",0.252196836472178,0,0.377737330457313,0.591133641128824,0,0,0.76244293353693,0.595936960838319,0,0,0,0,"H2",2,"HabSubsmpl_25"
"12",0.224537468678011,0,0.1908009702093,0.518926831416532,0,0,0.624774897561753,0.437592038887108,0,0,0,0,"H12",12,"HabSubsmpl_25"
"7",0.111319147348771,0,0.253985071054286,0.34358700919127,0,0,0.485698316069341,0.407590271394662,0,0,0,0,"H7",7,"HabSubsmpl_25"
"23",0.257368779258341,0,0.480015593260938,0.685904858930476,0,0,0.929369725686495,0.75692100381993,0,0,0,0,"H23",23,"HabSubsmpl_25"
"21",0.30992142504938,0,0.253632976970467,0.732514141806512,0,0,0.883737991857731,0.616787804553173,0,0,0,0,"H21",21,"HabSubsmpl_25"
"22",0.290189238013555,0,0.294338792964754,0.696676324319582,0,0,0.860405903694029,0.622836278721942,0,0,0,0,"H22",22,"HabSubsmpl_25"
"11",0.255922797355274,0,0.268755600696187,0.654442734284666,0,0,0.821255577254447,0.60005301187669,0,0,0,0,"H11",11,"HabSubsmpl_25"
"9",0.33817441969412,0,0.416988555968216,0.963331955111914,0,0.0156721641783522,1.26017144894005,0.950181293965555,0,0,0,0,"H9",9,"HabSubsmpl_25"
"13",0.268110024121944,0,0.475752224208337,0.592693587733514,0,0,0.779164993637217,0.636119929853829,0,0,0,0,"H13",13,"HabSubsmpl_25"
"4",0.232296057870783,0,0.0979969677811945,0.589450105824779,0,0.185636135551196,0.742640321364345,0.534062522577972,0,0.179767234633709,0,0,"H4",4,"HabSubsmpl_25"
"16",0.288855055600859,0,0.339558538200521,0.5909759914727,0,0,0.717281537207486,0.530741626895351,0,0,0,0,"H16",16,"HabSubsmpl_25"
"5",0.317606456678519,0,0.399540142523651,0.7688321862574,0,0,0.974041854523173,0.733875083265027,0,0,0,0,"H5",5,"HabSubsmpl_25"
"8",0.225343449994508,0,0.192654143867605,0.499845467476371,0,0,0.596110613974499,0.416074725026927,0,0,0,0,"H8",8,"HabSubsmpl_25"
"3",0.242504601217944,0,0.348035470476443,0.56324898148343,0,0,0.720939770653092,0.558340747316778,0,0,0,0,"H3",3,"HabSubsmpl_25"
"15",0.315203173368106,0,0.312963566041816,0.710457285279435,0,0,0.863529904936301,0.620091145661211,0,0,0,0,"H15",15,"HabSubsmpl_25"
"19",0.303128529246348,0,0.242729543562475,0.685794826569543,0,0,0.817030726421537,0.565363458383869,0,0,0,0,"H19",19,"HabSubsmpl_25"
"14",0.245943501762696,0,0.29580490028409,0.607549964971947,0,0,0.768439761069412,0.574223877406265,0,0,0,0,"H14",14,"HabSubsmpl_25"
"1",0.167221090250871,0,0.301137503126481,0.451133313871692,0,0,0.608838393895807,0.491765037831209,0,0,0,0,"H1",1,"HabSubsmpl_25"
"18",0.160480710084408,0,0.188582123054059,0.460972100025838,0,0.0198370956353984,0.608546407123525,0.457298798659854,0,0,0,0,"H18",18,"HabSubsmpl_25"
"25",0.148324126558208,0,0.154429856073109,0.341069485938846,0,0,0.418541499902388,0.303619897469638,0,0,0,0,"H25",25,"HabSubsmpl_25"
"6",0.164302157062958,0,0.224023393915257,0.453747010805362,0,0,0.592605222942989,0.453296265755401,0,0,0,0,"H6",6,"HabSubsmpl_25"
