,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,repl,err,n_nms,Ridx
0,0.42818756448827006,0.4733664682501935,0.4889533641340616,0.35145494679695644,0.28983832353528466,0.4820640720464463,0.45568802779969597,0.4013901372178011,0.2766087497471519,0.36289870290950715,0,0,H1,1
1,0.24811104058846475,0.3069846821860514,0.3030840096223114,0.25231720438628513,0.2253066504176039,0.32620389720812715,0.311171106543042,0.2559786334105471,0.23079603009581914,0.23711615570585318,0,0,H2,2
2,0.31290451346085507,0.3173033935994907,0.3340198823954994,0.2400247812028437,0.20057766189781093,0.31320046133537427,0.29849297419153437,0.2834359798080317,0.18502173142315803,0.2600423457018148,0,0,H3,3
3,0.3615988600018374,0.30837510762597625,0.31407504516020057,0.34844222124542257,0.3680772842204428,0.2902924193837606,0.30214650990462755,0.35064511441701735,0.36107425002858606,0.36488785833876286,0,0,H4,4
4,0.45808105986588554,0.3713608000898185,0.40252119136066195,0.34251256157301474,0.326369206214481,0.33477432948572333,0.33661866183777767,0.4015793163554718,0.29442549559627884,0.39651272102480434,0,0,H5,5
5,0.29427514290756246,0.3337750901952639,0.2964212471802578,0.4465875984901541,0.5049098711610194,0.35798244585815797,0.3756408730579115,0.36094046037638206,0.541201752511024,0.393185495129618,0,0,H6,6
6,0.26918069798106015,0.2345256325054651,0.23987398444895114,0.2535692504184124,0.2627515160825595,0.22221850642501362,0.22862946423373784,0.2591555777390282,0.2566549695146144,0.26631333941082724,0,0,H7,7
7,0.18260608801193012,0.2302847087224143,0.22688712053691998,0.18703943476973506,0.1656902014225258,0.24592704332694254,0.23394339195393857,0.1893993584337009,0.1703597802641783,0.1744321099432704,0,0,H8,8
8,0.2623694961981935,0.2593788386759756,0.2780017339352735,0.18286454367268787,0.1436897135955156,0.2524021920132874,0.23844993726457053,0.22940967239573506,0.12611475937817038,0.2065522089300557,0,0,H9,9
9,0.4001479703516355,0.26933349822721125,0.2920255196559836,0.33044558307102273,0.3595974809128542,0.222061839256874,0.24426226825262187,0.3578817655392043,0.3342345500066826,0.38166485546156714,0,0,H10,10
10,0.286270472473123,0.28699365971984747,0.2822572507117359,0.30649917141252797,0.31648523966378583,0.2887566355906807,0.29231668799505534,0.2946526099902635,0.32095396102355483,0.3004812071346934,0,0,H11,11
11,0.18288937894898594,0.1457495239623502,0.10406389341777234,0.37022060860014805,0.4844117358544531,0.148002318556423,0.19274538079948064,0.25594146182149075,0.5223908764008466,0.32490375452862286,0,0,H12,12
12,0.27605917781910044,0.23515571800621143,0.24260215536599292,0.2527537695447587,0.2610965722834341,0.22026035581865674,0.22692168513381977,0.2622229183650742,0.2528364898983383,0.26920575040744454,0,0,H13,13
13,0.3193741415480273,0.2810244922143996,0.30616197518343496,0.21938924086358802,0.1872557589006046,0.2611463068035668,0.2528905255875005,0.274316579147373,0.16246760998510829,0.2573952282156843,0,0,H14,14
14,0.1984522185359937,0.15703286108759612,0.144320072300021,0.262012695457385,0.3150313387663475,0.14854543087726665,0.171467009323866,0.22023275056556763,0.32567957440024375,0.25348265676226306,0,0,H15,15
15,0.15843522386280098,0.19957262336932086,0.19187664709509977,0.18276453840866877,0.17482945143219475,0.21462057391787295,0.20808643813415795,0.17271633941195827,0.18333104907063655,0.16596107229441953,0,0,H16,16
16,0.2753261741228414,0.3288480802709831,0.3202819921856806,0.30075363961987056,0.28724578422492153,0.3479550805333915,0.3382982826875475,0.2913499074564965,0.29694865308317403,0.28069086041041774,0,0,H17,17
17,0.3606673893704055,0.27156890269326667,0.27874306021383777,0.34883233567715627,0.38691277969981425,0.24206892692258997,0.26380422580658397,0.3465146939305447,0.37741215044661364,0.37341808363093526,0,0,H18,18
18,0.1521272483627798,0.18985862561376646,0.175363786439282,0.20644342809886035,0.21552969961314095,0.2060823492468878,0.20602841402272012,0.17836692756868577,0.23030794728471138,0.1817827455118256,0,0,H19,19
19,0.2814667389249798,0.262497328656947,0.28802479740503656,0.1756622445904237,0.13095334689460614,0.24840061842237013,0.23385924237336764,0.23604072982772745,0.1064007341468824,0.21074633499667839,0,0,H20,20
20,0.30080538876514606,0.2869542325777589,0.28314245669172866,0.320169240186077,0.33693205607435195,0.28397278423116884,0.2912869869518812,0.30731231767396566,0.3400803442709109,0.3178633598156271,0,0,H21,21
21,0.12704890258586307,0.21075093094024544,0.19277204467313766,0.18653547561359368,0.17549541064471452,0.24212443495131816,0.23068239844859945,0.16020637595283668,0.19497137831136388,0.14946018764471292,0,0,H22,22
