,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,savesteps
0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0
1,0.001020020049122616,0.00101994168380112,0.0010200609067358803,0.0010199455155320662,0.0010200035587180486,0.0010199712973405156,0.0010201126105475087,0.0010200967150577778,0.0010199483903441317,0.0010200396908066013,50.0
2,0.0010404372034541875,0.0010402757437403998,0.001040521384487133,0.001040283660619774,0.0010404032253870067,0.001040336767084826,0.0010406279187906266,0.0010405951697948369,0.0010402895685956376,0.001040477657619332,100.0
3,0.002784449930112069,0.0027653167649774792,0.0027944273674006224,0.0027664794516469153,0.002780401735901166,0.002772641063304974,0.0028071182075005826,0.002803249941719316,0.002767026543428539,0.0027890959054980386,150.0
4,0.007264514563159056,0.007087685610649886,0.0073567652436553905,0.00710375981532976,0.007226559626842583,0.007157575981951008,0.007475649976687614,0.007440211566229941,0.00710519602234264,0.007303855384241832,200.0
5,0.017816051600620955,0.016624885934168606,0.01843792414917013,0.01681784715230892,0.017550758226833937,0.017130262015131677,0.019264883225314444,0.019031676625693703,0.016770389356773174,0.01802064274761601,250.0
6,0.03840668655621466,0.03238453920857205,0.041554404088251326,0.03420972294844129,0.03694575033110259,0.035273474101371265,0.0460127970789389,0.04489907755040395,0.03340237290261277,0.0387750075586487,300.0
7,0.06755175741137062,0.046750189656247436,0.07850618820173519,0.057557973915795466,0.06164719049830588,0.05828191143363807,0.09550229943318453,0.09202069737529367,0.051747337147074246,0.0650011135949708,350.0
8,0.09545698468096749,0.04765498207850552,0.12153821097536527,0.08513996371022797,0.07872679017057323,0.07710901829455388,0.16544249739395198,0.15781488733041082,0.06266901521369375,0.07959040568427467,400.0
9,0.11494301263450137,0.03545026718479741,0.16191738115573365,0.12150983311906863,0.08035770240122153,0.0861070221553134,0.24451343783656246,0.2294210507434498,0.06415433104197253,0.07464687002819252,450.0
10,0.1269339651212832,0.020063025665512164,0.19730376762530888,0.1714591815702803,0.06992069162131406,0.08516107359749864,0.3235775834693763,0.29511723072011725,0.05896339491947742,0.05860234892868831,500.0
11,0.13503781740887325,0.008790089296232475,0.2274460911450237,0.23130955330062558,0.05423806842712045,0.07664160869574972,0.3970338553258846,0.35023279980385114,0.04956592509295053,0.040932389992570914,550.0
12,0.14169569398750587,0.0030305432000851044,0.25159644322030844,0.28980018357027854,0.03862588505453962,0.06414794743013977,0.45966028303468665,0.3940231566905576,0.03837241527268179,0.026222295625707905,600.0
13,0.14770782517998815,0.0,0.2694378092383984,0.337890870895492,0.02588167916951326,0.051215593284310655,0.5079349879452573,0.4267545522053502,0.027745292463867626,0.015672739845250597,650.0
