"","mn_rch","sd_rch","mn_simp","sd_simp","mn_shan","sd_shan","mn_bc","sd_bc","mn_rscprf","mn_rch_rsc","sd_rch_rsc","mn_simp_rsc","sd_simp_rsc","mn_shan_rsc","sd_shan_rsc","mn_bc_rsc","sd_bc_rsc","d"
"1","6.56","0.16583123951777","0.806785424895915","0.0143219176964099","1.74071767381852","0.0538500743943775","0.155739316613314","0.0883880453157292","0.447959278373848","3","0","0.637657889806012","0.0366464372452887","1.05528674158722","0.0542521197154885","0.19936712719116","0.0905045063365442","HabSubsmpl_25"
